Participant,Pretest_fake_covid_3,Pretest_fake_general_8,Pretest_fake_general_15,Pretest_fake_general_10,Pretest_real_general_4,Pretest_real_general_3,Pretest_real_general_21,Pretest_real_covid_4,Pretest_fake_general_3,Pretest_real_general_30,Pretest_real_general_22,Pretest_fake_general_16,Pretest_fake_general_1,Pretest_real_general_7,Pretest_fake_general_28,Pretest_fake_covid_9,Pretest_fake_general_7,Pretest_real_covid_6,Pretest_fake_covid_7,Pretest_fake_general_2,Pretest_fake_covid_1,Pretest_fake_general_14,Pretest_fake_covid_2,Pretest_fake_general_21,Pretest_real_general_1,Pretest_real_covid_5,Pretest_fake_general_19,Pretest_real_general_8,Pretest_real_general_11,Pretest_fake_general_17,Pretest_fake_general_13,Pretest_real_general_9,Pretest_real_general_6,Pretest_real_general_28,Pretest_real_covid_9,Pretest_real_covid_1,Pretest_real_general_12,Pretest_real_general_29,Pretest_fake_general_29,Pretest_real_general_25,Posttest_real_general_5,Posttest_real_general_10,Posttest_fake_general_20,Posttest_real_general_14,Posttest_fake_general_5,Posttest_real_covid_10,Posttest_fake_general_12,Posttest_real_covid_8,Posttest_real_general_19,Posttest_real_general_26,Posttest_real_general_2,Posttest_fake_covid_5,Posttest_fake_general_30,Posttest_real_general_24,Posttest_real_general_23,Posttest_real_general_16,Posttest_fake_general_9,Posttest_real_general_13,Posttest_fake_general_25,Posttest_fake_general_24,Posttest_fake_covid_10,Posttest_fake_general_26,Posttest_fake_general_18,Posttest_real_covid_3,Posttest_fake_general_6,Posttest_real_general_17,Posttest_real_general_27,Posttest_fake_covid_8,Posttest_fake_general_27,Posttest_fake_general_11,Posttest_fake_covid_6,Posttest_fake_general_4,Posttest_real_general_20,Posttest_real_covid_7,Posttest_fake_general_23,Posttest_real_general_31,Posttest_real_general_15,Posttest_real_general_18,Posttest_fake_general_22,Posttest_real_covid_2,Posttest_fake_covid_4,Pretest_real_general_13,Pretest_fake_covid_4,Pretest_fake_general_4,Pretest_real_general_17,Pretest_fake_general_25,Pretest_fake_general_18,Pretest_real_general_24,Pretest_fake_general_24,Pretest_real_covid_3,Pretest_fake_general_26,Pretest_fake_general_23,Pretest_real_general_27,Pretest_real_general_14,Pretest_real_general_16,Pretest_fake_general_5,Pretest_real_general_5,Pretest_real_general_20,Pretest_real_general_15,Pretest_real_covid_2,Pretest_fake_covid_5,Posttest_real_general_4,Posttest_fake_general_8,Posttest_fake_general_1,Posttest_fake_general_13,Posttest_fake_general_19,Posttest_real_covid_9,Posttest_real_general_29,Posttest_fake_general_15,Posttest_real_general_6,Posttest_real_general_11,Posttest_real_general_12,Posttest_real_general_1,Posttest_fake_covid_7,Posttest_real_general_22,Posttest_fake_general_7,Posttest_real_general_21,Posttest_real_covid_5,Posttest_fake_general_10,Posttest_fake_covid_2,Posttest_real_general_3,Pretest_real_covid_8,Pretest_fake_general_12,Pretest_fake_general_22,Pretest_fake_general_20,Pretest_fake_covid_8,Pretest_real_general_31,Pretest_real_covid_7,Pretest_real_general_19,Pretest_real_general_2,Pretest_real_general_26,Pretest_fake_general_9,Posttest_fake_general_2,Posttest_real_general_8,Posttest_fake_general_3,Posttest_fake_covid_3,Posttest_real_covid_6,Posttest_real_covid_1,Posttest_fake_general_21,Posttest_fake_general_14,Posttest_fake_general_17,Posttest_real_general_7,Pretest_real_general_18,Pretest_fake_general_30,Pretest_fake_general_11,Pretest_real_general_10,Pretest_real_covid_10,Pretest_fake_covid_10,Pretest_fake_general_6,Posttest_fake_general_29,Posttest_fake_general_28,Posttest_real_general_30,Posttest_real_covid_4,Posttest_fake_general_16,Posttest_real_general_9,Posttest_real_general_28,Pretest_fake_general_27,Posttest_fake_covid_9,Pretest_real_general_23,Pretest_fake_covid_6,Posttest_fake_covid_1,Posttest_real_general_25
eop5cu4cyb,NA,NA,NA,22,57,76,NA,NA,8,71,NA,NA,52,NA,26,NA,NA,61,84,87,68,45,NA,19,49,NA,26,NA,0,NA,11,NA,NA,NA,61,NA,14,NA,30,NA,NA,NA,15,NA,43,NA,54,64,50,44,56,NA,52,NA,NA,NA,NA,52,NA,NA,NA,18,NA,59,NA,NA,NA,54,4,11,NA,27,NA,NA,3,51,58,50,21,NA,0,NA,NA,NA,55,38,16,50,14,NA,NA,NA,68,0,33,NA,52,67,NA,100,50,NA,53,NA,NA,NA,NA,56,0,43,NA,NA,NA,NA,58,0,54,58,NA,55,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,10,NA,51,NA,87,NA,49,NA,NA,58,28,NA,NA,NA,5,63,80,0,NA,NA,NA,50,0,49,56,NA,80,57,58,NA,48
lgbo4d60my,90,50,NA,NA,18,NA,93,45,3,NA,80,3,NA,50,NA,NA,NA,NA,65,13,87,NA,11,50,78,89,55,29,NA,NA,14,50,NA,89,NA,50,NA,88,NA,NA,55,50,7,50,10,NA,NA,78,NA,NA,51,80,NA,88,NA,NA,NA,NA,6,NA,NA,NA,50,82,55,50,NA,74,NA,NA,83,15,44,18,NA,71,66,80,12,NA,4,12,NA,NA,NA,NA,NA,NA,4,NA,20,50,93,NA,96,NA,NA,NA,NA,93,NA,NA,NA,13,NA,NA,50,NA,50,69,15,6,NA,NA,NA,6,NA,NA,76,NA,70,NA,42,NA,NA,NA,NA,NA,86,NA,50,17,NA,NA,NA,NA,96,NA,NA,56,7,NA,NA,9,13,NA,92,16,NA,5,15,70,NA,NA,NA,NA,18,90,85,NA,NA,50
t3sh5nvfkp,100,NA,3,70,0,76,NA,NA,0,NA,NA,0,NA,0,NA,NA,25,NA,100,65,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,87,NA,100,100,0,67,0,100,NA,NA,0,NA,0,NA,100,100,0,100,0,NA,NA,100,100,100,NA,NA,NA,0,NA,NA,0,100,0,NA,100,100,NA,0,0,0,NA,NA,NA,NA,100,100,0,NA,NA,0,0,NA,100,0,NA,NA,NA,NA,17,0,NA,0,NA,NA,24,100,NA,100,100,NA,100,0,NA,0,NA,NA,NA,NA,0,NA,100,NA,0,NA,100,100,NA,0,NA,NA,NA,NA,NA,NA,100,71,NA,NA,NA,0,NA,NA,NA,NA,100,NA,0,0,NA,NA,NA,19,NA,68,94,100,NA,NA,0,100,100,NA,0,0,0,0,NA,NA,100,NA
eoykuxnro9,NA,NA,50,95,0,0,NA,95,NA,0,NA,100,NA,50,99,100,0,NA,50,71,0,NA,86,NA,NA,NA,NA,NA,100,100,55,50,NA,99,NA,50,50,NA,NA,NA,100,50,50,0,NA,50,NA,100,0,50,NA,50,0,28,50,NA,NA,NA,50,NA,100,NA,45,NA,50,NA,50,54,NA,NA,NA,0,NA,NA,47,0,NA,NA,50,NA,100,1,NA,NA,100,NA,NA,NA,0,0,54,NA,NA,NA,1,50,NA,0,100,50,NA,NA,50,0,NA,50,100,50,NA,50,NA,NA,100,NA,100,NA,50,50,NA,NA,NA,NA,57,NA,NA,NA,NA,50,NA,46,NA,99,NA,46,0,50,100,NA,50,100,NA,NA,5,NA,4,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,97,NA,NA,100,NA,52
3foj0vn7fl,NA,NA,62,NA,38,78,NA,NA,NA,NA,77,NA,NA,NA,24,NA,NA,70,62,NA,NA,NA,39,31,NA,NA,NA,NA,45,25,36,40,NA,76,62,1,0,72,NA,57,NA,21,14,9,NA,NA,NA,59,9,23,NA,100,NA,NA,NA,NA,NA,27,0,NA,NA,NA,NA,NA,NA,67,NA,NA,0,15,65,NA,100,82,32,61,85,71,NA,68,NA,NA,11,60,NA,NA,29,51,95,61,39,NA,56,NA,92,35,68,NA,NA,NA,NA,NA,71,65,NA,100,NA,NA,NA,70,NA,NA,72,NA,NA,18,69,28,82,NA,NA,NA,89,17,NA,81,NA,NA,NA,2,NA,21,81,23,17,58,NA,NA,NA,0,NA,24,NA,31,NA,NA,73,66,28,99,NA,68,65,5,NA,NA,NA,68,67,NA,55,NA
42n3hd0vvq,67,NA,NA,70,NA,NA,NA,67,13,73,67,9,NA,17,23,NA,NA,NA,NA,NA,83,NA,86,12,83,NA,NA,NA,4,22,8,3,82,12,NA,25,NA,87,NA,NA,17,12,NA,10,10,NA,NA,73,9,NA,68,81,57,73,86,17,7,NA,NA,13,NA,19,NA,19,NA,NA,NA,69,17,NA,83,9,NA,NA,NA,63,NA,83,NA,NA,NA,1,6,NA,62,67,12,NA,NA,NA,NA,10,3,NA,NA,NA,NA,72,79,77,NA,13,6,11,NA,54,74,NA,13,NA,NA,9,NA,80,NA,4,76,81,NA,NA,3,NA,80,86,73,NA,NA,7,NA,NA,5,NA,9,6,NA,NA,77,NA,NA,5,NA,NA,NA,NA,9,NA,8,15,7,22,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,27
gkps5m6p3s,84,NA,91,NA,NA,NA,NA,77,75,50,NA,0,10,NA,NA,NA,NA,3,100,11,9,NA,NA,NA,NA,NA,NA,NA,100,15,80,50,NA,94,NA,NA,50,NA,NA,50,92,NA,NA,0,NA,85,86,NA,NA,89,93,NA,NA,NA,NA,NA,NA,NA,13,NA,86,70,NA,NA,3,NA,94,5,NA,45,22,NA,NA,NA,0,NA,100,10,87,90,NA,85,0,16,93,NA,91,90,9,82,NA,NA,NA,NA,94,22,NA,91,NA,NA,2,4,8,NA,NA,28,92,86,NA,84,NA,NA,81,NA,18,3,97,85,89,22,5,76,NA,NA,90,NA,25,90,92,NA,NA,93,NA,4,NA,NA,NA,95,18,11,NA,3,NA,12,NA,99,NA,NA,NA,12,19,NA,NA,NA,NA,NA,13,6,100,NA,NA,NA
vuvvg0y4le,NA,NA,0,90,0,NA,73,91,NA,NA,64,0,NA,0,40,100,0,86,NA,NA,59,NA,45,NA,NA,100,NA,NA,0,NA,NA,NA,NA,93,NA,NA,0,NA,23,NA,NA,55,NA,NA,NA,NA,NA,87,58,NA,NA,NA,NA,NA,83,80,NA,63,NA,NA,28,31,0,NA,0,NA,76,63,0,31,84,NA,89,20,0,NA,NA,56,NA,100,NA,NA,0,13,57,0,NA,100,0,100,NA,NA,NA,0,NA,0,57,NA,62,NA,100,NA,0,0,0,42,100,100,NA,100,NA,NA,74,69,NA,NA,NA,NA,NA,NA,0,NA,65,11,0,NA,74,NA,NA,69,100,0,34,0,0,81,NA,42,0,0,0,NA,NA,0,NA,NA,100,NA,NA,NA,NA,57,NA,NA,55,NA,NA,NA,NA,NA,NA,64
r4ceemnnw5,NA,NA,32,73,29,67,85,26,NA,NA,NA,25,77,NA,NA,NA,73,NA,NA,NA,62,NA,NA,73,NA,NA,32,64,78,63,75,75,67,NA,29,NA,NA,74,NA,NA,72,29,NA,NA,34,NA,NA,67,73,71,39,32,39,NA,NA,34,69,35,74,NA,NA,NA,NA,37,31,NA,NA,NA,50,79,NA,69,NA,NA,NA,NA,68,71,35,NA,NA,NA,31,NA,34,NA,72,27,75,NA,68,66,74,81,NA,NA,NA,23,NA,68,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,75,34,77,80,NA,NA,71,NA,33,NA,NA,78,NA,67,32,77,23,NA,NA,NA,NA,74,NA,52,33,68,75,NA,75,NA,69,NA,NA,NA,NA,70,40,NA,70,26,32,NA,NA,NA,79,NA,34,73,67,NA,72
jdh2uo06ru,NA,NA,NA,87,18,84,96,NA,0,95,NA,0,NA,NA,2,98,NA,NA,88,13,NA,0,0,9,82,98,NA,NA,NA,0,NA,30,NA,100,100,NA,NA,98,19,91,19,61,NA,0,0,NA,63,NA,90,98,NA,100,0,NA,99,100,NA,NA,NA,NA,7,NA,2,83,3,72,99,69,0,32,NA,NA,NA,100,0,NA,68,NA,2,NA,NA,17,0,15,NA,5,NA,98,0,NA,0,NA,NA,NA,NA,NA,NA,95,NA,99,NA,NA,10,0,1,6,NA,NA,0,81,0,2,NA,NA,88,1,NA,NA,NA,NA,NA,99,NA,NA,14,NA,94,NA,NA,67,NA,0,NA,0,NA,100,100,93,NA,NA,NA,0,97,NA,NA,NA,99,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,80,88,NA
azcd8u8cup,NA,NA,NA,50,NA,NA,71,NA,NA,NA,64,NA,NA,63,NA,NA,NA,64,NA,NA,NA,NA,63,38,NA,40,38,NA,NA,62,65,40,NA,29,77,58,62,64,NA,45,NA,27,40,NA,61,31,NA,37,NA,41,NA,NA,NA,65,NA,NA,62,42,NA,NA,NA,NA,NA,74,NA,NA,66,63,NA,NA,NA,NA,62,NA,61,37,69,39,43,64,NA,NA,34,57,63,29,37,NA,33,NA,76,NA,NA,30,66,NA,37,NA,NA,NA,63,68,36,35,NA,NA,NA,NA,62,81,60,NA,38,35,NA,43,NA,NA,NA,NA,61,NA,50,NA,NA,NA,NA,24,61,63,NA,NA,60,38,40,73,NA,NA,NA,58,NA,NA,NA,69,65,NA,NA,62,58,78,58,35,60,44,NA,NA,61,65,28,40,63,NA
sb4glt3pf3,37,25,NA,57,NA,NA,NA,24,26,60,69,22,NA,19,NA,51,NA,NA,NA,NA,NA,35,NA,23,47,79,49,23,21,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,68,68,36,40,30,NA,NA,54,34,NA,NA,NA,NA,36,NA,NA,57,NA,51,NA,38,33,NA,NA,74,43,NA,59,NA,NA,36,53,NA,NA,44,NA,NA,46,41,51,NA,NA,NA,18,28,27,23,21,78,NA,NA,14,20,NA,NA,NA,30,NA,61,NA,71,60,61,NA,41,41,NA,73,77,36,64,NA,39,NA,39,NA,30,60,NA,NA,50,40,NA,NA,NA,NA,51,79,NA,52,50,54,21,25,NA,NA,NA,58,NA,NA,NA,31,NA,NA,NA,NA,NA,53,NA,NA,40,38,NA,NA,NA,37,49,25,NA,34,NA,62,NA
y51f4lljoj,NA,100,NA,0,0,NA,100,NA,NA,NA,100,0,0,0,NA,0,0,31,100,NA,100,NA,0,NA,NA,100,0,0,0,0,NA,NA,NA,100,NA,NA,0,NA,NA,NA,100,NA,0,NA,NA,100,NA,NA,100,NA,0,100,0,NA,100,NA,NA,100,0,0,NA,NA,0,100,0,NA,100,0,NA,0,0,NA,0,NA,NA,100,NA,100,NA,NA,0,NA,NA,0,100,NA,NA,100,NA,NA,0,0,NA,0,100,0,NA,NA,100,100,NA,NA,NA,NA,0,NA,0,100,0,100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,100,100,0,0,NA,NA,NA,0,NA,NA,100,0,100,NA,0,0,NA,0,0,100,NA,NA,NA,NA,NA,0,NA,0,NA,0,100,100,0,NA,0,NA,0,NA,NA,NA,NA,100
f4od3juxhv,84,NA,NA,78,NA,75,NA,80,NA,NA,83,17,NA,9,NA,NA,8,17,NA,NA,NA,NA,18,12,NA,20,NA,NA,NA,18,23,NA,86,76,NA,76,6,NA,84,NA,NA,NA,14,NA,NA,NA,NA,76,NA,81,83,NA,54,81,50,NA,NA,NA,NA,NA,NA,NA,20,76,17,79,81,NA,13,NA,20,20,80,50,NA,NA,NA,NA,15,13,19,18,NA,NA,NA,16,NA,NA,12,NA,58,10,NA,7,23,13,17,NA,88,NA,84,83,15,15,NA,50,77,86,20,NA,13,NA,80,20,NA,NA,76,NA,NA,NA,NA,NA,77,NA,NA,23,21,NA,86,NA,NA,13,85,19,21,NA,NA,NA,NA,21,NA,NA,15,NA,54,14,68,78,NA,NA,85,78,NA,NA,19,NA,NA,15,NA,NA,88,79
3b3hms5a17,100,NA,NA,98,NA,NA,NA,92,20,92,NA,NA,40,34,84,NA,NA,3,86,NA,NA,76,9,NA,NA,28,0,NA,14,NA,NA,NA,100,91,NA,NA,0,89,NA,NA,87,NA,7,0,0,NA,33,NA,NA,19,NA,NA,NA,79,88,NA,0,0,NA,8,NA,NA,3,100,NA,NA,NA,0,NA,NA,6,NA,NA,9,NA,0,NA,0,NA,74,0,NA,NA,18,0,71,NA,NA,NA,NA,36,0,100,NA,48,NA,NA,76,26,NA,100,1,0,NA,0,NA,0,NA,14,NA,NA,NA,21,NA,28,0,0,NA,NA,NA,0,100,NA,91,NA,NA,NA,NA,100,84,NA,NA,0,49,NA,NA,NA,0,0,NA,0,NA,NA,5,75,0,92,9,14,0,NA,NA,NA,0,8,NA,0,0,NA,NA,0,78
qcahf8szec,27,70,NA,60,57,NA,NA,NA,NA,67,NA,NA,67,61,NA,NA,NA,19,NA,66,0,NA,NA,68,NA,NA,NA,NA,25,63,NA,NA,NA,77,NA,62,NA,71,41,NA,NA,98,88,83,79,NA,NA,9,NA,87,NA,NA,NA,17,7,NA,NA,NA,80,NA,81,NA,NA,NA,7,11,12,NA,82,NA,70,89,NA,NA,NA,NA,NA,NA,92,92,NA,25,16,NA,NA,NA,50,NA,41,31,66,71,NA,NA,71,NA,36,28,79,NA,70,NA,NA,NA,6,13,25,NA,88,86,NA,78,90,6,91,14,5,87,NA,89,17,NA,40,NA,NA,69,25,64,68,61,NA,65,NA,90,75,NA,NA,NA,NA,80,NA,NA,25,57,61,NA,69,NA,NA,NA,6,NA,86,7,82,NA,NA,29,NA,NA,NA,92
9w0y1el2nt,100,63,NA,NA,NA,100,NA,61,0,NA,100,0,0,NA,37,63,NA,NA,NA,NA,69,NA,0,67,NA,77,NA,0,0,0,NA,60,64,NA,NA,NA,NA,NA,NA,NA,NA,0,37,NA,NA,NA,NA,100,NA,100,68,NA,NA,100,100,NA,0,0,NA,0,24,NA,NA,NA,NA,NA,NA,71,NA,2,90,0,NA,100,0,58,NA,NA,0,NA,0,NA,NA,NA,68,0,0,NA,NA,100,0,NA,75,0,89,17,37,100,77,100,100,85,NA,NA,0,0,100,100,0,NA,NA,0,0,85,NA,0,100,NA,74,NA,NA,NA,61,NA,NA,NA,NA,NA,100,NA,NA,NA,65,NA,NA,NA,100,61,NA,0,NA,0,100,0,NA,NA,100,NA,0,0,NA,73,NA,NA,NA,100,0,NA,NA,NA,NA,79
yypclh993f,100,NA,NA,71,0,NA,NA,100,0,NA,80,NA,0,NA,16,90,NA,NA,50,13,NA,NA,NA,NA,77,NA,61,0,0,0,NA,NA,89,50,NA,73,NA,NA,NA,89,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,100,NA,100,0,25,0,NA,NA,NA,0,100,0,90,99,93,0,50,100,NA,100,77,0,88,NA,NA,NA,NA,0,NA,NA,11,NA,NA,NA,NA,3,NA,0,NA,NA,0,NA,0,NA,NA,75,100,90,NA,50,NA,0,NA,100,91,0,NA,NA,0,NA,NA,NA,0,72,100,NA,16,100,100,73,21,33,NA,NA,NA,56,NA,59,NA,NA,NA,NA,NA,100,NA,0,0,NA,19,66,0,NA,9,89,100,NA,44,NA,79,NA,0,0,NA,NA,NA,100,NA,100,NA
2tkek852xx,NA,0,9,NA,0,NA,80,NA,NA,NA,67,28,0,NA,22,34,32,NA,75,NA,NA,NA,NA,38,51,51,NA,NA,0,NA,64,54,NA,NA,88,67,11,NA,NA,68,76,23,NA,NA,0,67,31,65,69,NA,75,0,NA,100,NA,66,32,NA,NA,NA,NA,NA,36,NA,24,64,NA,NA,NA,65,63,NA,NA,NA,0,67,NA,60,41,80,NA,0,0,84,NA,36,NA,NA,25,38,0,NA,81,0,NA,NA,NA,58,100,NA,NA,NA,NA,NA,NA,11,NA,58,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,75,22,0,NA,NA,NA,61,64,NA,45,NA,NA,77,NA,22,12,27,23,64,NA,NA,41,18,0,NA,71,NA,NA,NA,75,NA,6,NA,86,78,NA,NA,72,23,NA,56,NA,29,NA
92rx9ohskp,66,64,NA,88,NA,66,NA,NA,NA,NA,68,NA,42,56,58,NA,NA,66,NA,62,60,NA,NA,NA,NA,64,62,NA,70,NA,NA,39,NA,62,78,NA,NA,NA,55,NA,NA,58,NA,NA,NA,NA,58,65,73,58,NA,NA,67,NA,60,NA,58,NA,74,NA,67,NA,69,66,74,NA,74,60,NA,NA,NA,NA,NA,66,68,61,66,NA,NA,NA,NA,69,70,59,43,NA,NA,31,58,NA,68,NA,NA,21,60,38,59,63,NA,59,65,36,NA,NA,61,NA,NA,24,44,71,NA,64,64,37,NA,61,61,NA,NA,55,NA,NA,NA,55,60,NA,NA,NA,NA,63,NA,NA,NA,69,38,NA,NA,42,59,43,68,NA,48,NA,60,NA,86,NA,NA,NA,NA,60,70,60,NA,NA,57,43,NA,66,NA,39
xyww5uoffv,NA,NA,NA,77,77,76,27,NA,63,NA,NA,NA,NA,NA,45,87,42,NA,68,NA,43,NA,NA,59,78,NA,55,57,61,28,59,55,NA,NA,70,NA,NA,NA,NA,NA,NA,87,NA,90,NA,NA,34,NA,NA,83,NA,90,NA,NA,31,NA,75,62,75,NA,NA,15,66,NA,61,NA,60,68,NA,NA,NA,NA,NA,NA,41,82,21,NA,63,39,33,NA,NA,74,71,NA,NA,72,38,46,NA,NA,NA,NA,60,60,28,74,NA,NA,NA,NA,63,44,NA,NA,NA,20,62,62,NA,82,NA,NA,55,NA,NA,17,NA,24,NA,59,NA,NA,39,NA,NA,83,56,62,NA,NA,70,NA,NA,72,35,59,NA,38,NA,91,63,46,73,NA,43,63,NA,77,NA,70,60,43,NA,85,40,NA,NA,39,NA,65
4nwu7o58qv,67,82,33,NA,NA,NA,62,74,72,69,NA,39,NA,NA,37,NA,73,NA,NA,82,NA,NA,63,NA,67,65,NA,82,24,NA,NA,NA,70,NA,NA,72,42,NA,72,NA,62,NA,NA,NA,NA,NA,42,NA,32,41,NA,69,40,NA,72,NA,79,NA,NA,77,NA,72,NA,62,66,64,NA,NA,NA,NA,NA,42,66,66,NA,63,NA,26,74,70,87,45,NA,NA,NA,50,36,61,NA,NA,NA,41,45,27,69,82,NA,NA,80,NA,NA,50,NA,37,57,65,24,45,NA,NA,NA,NA,NA,67,57,NA,NA,NA,42,NA,68,67,NA,NA,77,73,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,43,NA,65,61,73,62,NA,NA,30,39,87,69,NA,NA,NA,NA,NA,NA,38,67,73,40,NA,19,77,75
tob23l9of5,77,67,8,91,NA,NA,100,98,8,78,NA,NA,NA,11,31,NA,NA,NA,100,80,NA,29,88,NA,NA,85,NA,100,20,8,NA,92,96,NA,NA,74,NA,94,NA,NA,50,26,31,18,27,NA,NA,76,NA,NA,74,74,19,NA,NA,NA,15,NA,NA,NA,NA,NA,19,77,NA,30,NA,74,22,NA,NA,NA,74,30,27,68,73,76,21,NA,14,93,NA,19,NA,11,NA,82,5,NA,86,NA,88,NA,22,NA,NA,NA,NA,91,NA,74,NA,17,26,22,80,NA,NA,NA,NA,50,68,NA,26,23,NA,NA,NA,NA,70,NA,96,NA,NA,NA,NA,NA,77,NA,77,NA,NA,NA,NA,NA,69,NA,29,NA,NA,NA,NA,NA,1,NA,94,77,14,25,NA,NA,NA,17,NA,75,NA,65,89,93,23,87
tur27cw90j,100,NA,100,67,42,NA,NA,NA,NA,100,43,NA,100,NA,NA,100,43,38,NA,NA,100,NA,NA,0,100,100,100,NA,NA,100,NA,100,56,NA,100,45,0,66,NA,100,40,26,NA,NA,NA,100,100,100,81,45,32,0,NA,80,NA,0,NA,31,43,100,0,100,29,4,NA,0,NA,NA,NA,NA,NA,73,NA,100,100,NA,100,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,58,NA,100,NA,0,NA,100,NA,NA,100,NA,100,NA,NA,NA,NA,NA,41,NA,NA,100,NA,NA,100,NA,NA,100,100,NA,NA,42,100,100,100,NA,NA,NA,NA,0,100,50,100,NA,NA,NA,NA,100,NA,100,100,100,0,NA,NA,NA,65,100,0,NA,0,43,NA,100,100,NA,100,41,NA,NA
7mtkt6bqpt,NA,0,NA,90,NA,60,87,74,12,NA,NA,NA,0,NA,NA,NA,NA,NA,95,85,93,64,NA,NA,NA,NA,28,NA,17,20,NA,NA,NA,NA,NA,86,8,NA,NA,92,NA,NA,NA,NA,84,NA,96,95,NA,NA,NA,NA,13,96,NA,95,7,NA,22,NA,91,NA,NA,NA,NA,12,92,NA,68,12,89,NA,92,NA,9,92,NA,NA,NA,93,NA,91,28,92,NA,NA,28,NA,65,82,22,NA,NA,6,NA,NA,86,NA,92,NA,82,90,NA,NA,21,NA,93,89,5,91,NA,NA,91,NA,89,9,NA,14,NA,83,NA,NA,NA,24,16,95,NA,83,94,95,28,NA,NA,9,NA,91,14,NA,4,NA,NA,13,83,NA,NA,14,89,NA,4,6,9,93,NA,7,7,73,NA,92,28,NA,NA,NA
e1y6jchddt,83,NA,NA,NA,NA,72,NA,61,NA,31,87,15,1,14,18,NA,NA,NA,91,NA,NA,NA,31,NA,NA,24,10,11,NA,NA,17,NA,91,85,66,NA,NA,69,NA,NA,11,NA,NA,10,NA,92,75,81,64,NA,NA,97,NA,NA,60,NA,6,11,NA,NA,NA,15,NA,NA,NA,70,NA,82,5,NA,NA,NA,NA,NA,NA,79,71,82,9,83,7,NA,NA,9,NA,43,13,65,11,80,NA,23,84,NA,38,2,NA,95,NA,NA,NA,13,14,NA,NA,NA,NA,NA,15,NA,14,14,64,NA,NA,12,74,NA,95,NA,NA,NA,NA,NA,7,NA,NA,82,NA,19,75,NA,12,NA,15,NA,81,72,13,14,11,NA,NA,12,8,6,NA,84,44,13,NA,NA,NA,NA,14,NA,NA,68,NA,71,85,71
wsz7xhyy41,89,15,NA,NA,10,90,NA,NA,NA,NA,89,0,NA,NA,10,NA,0,92,NA,8,87,12,NA,NA,100,NA,9,85,NA,0,NA,NA,NA,NA,NA,100,NA,92,8,50,NA,NA,NA,NA,NA,NA,72,17,77,93,81,8,0,NA,83,NA,77,NA,NA,15,NA,88,NA,NA,70,83,NA,NA,NA,7,15,88,NA,NA,NA,21,100,26,0,79,NA,9,0,NA,NA,13,50,93,NA,93,NA,0,90,0,93,0,8,90,NA,NA,NA,NA,NA,82,89,NA,23,NA,84,100,63,68,NA,100,NA,NA,0,15,100,100,NA,NA,NA,NA,5,90,NA,100,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,65,NA,NA,10,NA,NA,NA,0,13,90,NA,NA,NA,82,92,NA,100,71,10,5,NA,NA,NA,NA
x50ha7op1p,100,77,0,NA,49,68,100,NA,90,100,100,NA,NA,100,NA,20,100,84,NA,NA,NA,52,77,85,NA,NA,43,NA,76,96,84,NA,100,NA,50,NA,82,NA,NA,100,100,66,75,6,NA,NA,NA,82,51,24,NA,NA,100,NA,NA,84,20,81,22,14,82,NA,NA,NA,19,87,85,81,19,NA,86,50,NA,87,NA,83,81,NA,81,NA,NA,NA,0,NA,NA,NA,34,100,NA,52,90,74,NA,NA,NA,48,NA,85,NA,86,97,NA,NA,52,NA,NA,NA,82,NA,NA,NA,NA,100,100,NA,NA,NA,87,100,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,49,NA,NA,50,30,NA,NA,NA,100,NA,NA,NA,NA,52,NA,15,NA,79,NA,NA,61,18,NA,66,100,78,100,NA,NA,17,NA,87,NA
w5veq3kpr2,50,0,0,81,NA,1,NA,15,NA,76,NA,0,6,NA,NA,78,0,NA,1,32,NA,0,NA,0,81,NA,NA,0,0,2,NA,NA,75,NA,80,50,NA,NA,NA,40,61,NA,NA,NA,2,60,59,NA,NA,NA,NA,NA,57,63,74,NA,NA,49,16,NA,73,5,33,NA,49,54,NA,1,42,11,73,NA,43,49,50,49,NA,67,NA,84,NA,NA,0,35,NA,NA,NA,NA,51,79,NA,NA,69,0,62,NA,NA,NA,91,NA,100,60,NA,NA,3,44,NA,69,NA,NA,NA,0,NA,NA,53,NA,50,31,NA,55,NA,74,NA,1,8,NA,NA,NA,71,57,71,0,NA,NA,0,NA,47,NA,NA,NA,NA,42,NA,NA,NA,0,NA,NA,NA,49,8,NA,NA,NA,2,49,NA,NA,NA,NA,67,NA
