"Participant","MIST_Confidence_Pretest_fake_covid","MIST_Confidence_Pretest_fake_general","MIST_Confidence_Pretest_real_general","MIST_Confidence_Pretest_real_covid","MIST_Confidence_Posttest_real_general","MIST_Confidence_Posttest_fake_general","MIST_Confidence_Posttest_real_covid","MIST_Confidence_Posttest_fake_covid","MIST_correct_Pretest_covid","MIST_dprime_Pretest_covid","MIST_criterion_Pretest_covid","MIST_aprime_Pretest_covid","MIST_bppd_Pretest_covid","MIST_correct_Pretest_general","MIST_dprime_Pretest_general","MIST_criterion_Pretest_general","MIST_aprime_Pretest_general","MIST_bppd_Pretest_general","MIST_correct_Posttest_general","MIST_dprime_Posttest_general","MIST_criterion_Posttest_general","MIST_aprime_Posttest_general","MIST_bppd_Posttest_general","MIST_correct_Posttest_covid","MIST_dprime_Posttest_covid","MIST_criterion_Posttest_covid","MIST_aprime_Posttest_covid","MIST_bppd_Posttest_covid","MIST_correct_Diff_covid","MIST_correct_Diff_general","MIST_dprime_Diff_covid","MIST_dprime_Diff_general","MIST_criterion_Diff_covid","MIST_criterion_Diff_general","MIST_aprime_Diff_covid","MIST_aprime_Diff_general","MIST_bppd_Diff_covid","MIST_bppd_Diff_general","MOCRI_correct_Pre","MOCRI_correct_Post","MOCRI_dprime_Pre","MOCRI_dprime_Post","MOCRI_criterion_Pre","MOCRI_criterion_Post","MOCRI_aprime_Pre","MOCRI_aprime_Post","MOCRI_bppd_Pre","MOCRI_bppd_Post","MOCRI_correct_Diff","MOCRI_dprime_Diff","MOCRI_criterion_Diff","MOCRI_bppd_Diff","Experiment_Duration","Date_OSF","Date","Time","Browser","Mobile","Platform","Screen_Width","Screen_Height","Gender","Education","Age","Ethnicity","Intervention_Duration","BFI_Duration","BFI10_1","BFI10_2","BFI10_3","BFI10_4","BFI10_5","BFI10_6","BFI10_7","BFI10_8","BFI10_9","BFI10_10","VSA_Duration","VSA_1","VSA_2","VSA_3","VSA_4","VSA_5","VSA_6","GCBS_Duration","GCBS15_8","GCBS15_2","GCBS15_3","GCBS15_6","GCBS15_11","GCBS15_1","GCBS15_5","GCBS15_13","GCBS15_15","GCBS15_12","GCBS15_9","GCBS15_7","GCBS15_14","GCBS15_4","GCBS15_10","Intervention_Questions_Confidence","Intervention_Questions_Score","Intervention","Intervention_Questions_Duration","Intervention_Questions_Favorite","Intervention_Questions_Repeat","Intervention_Questions_Recommend","Consent_Duration","Waitdatasaving_Duration","MIST_Duration_Pre","MIST_Duration_Post","Political_LiberalConservative","Political_Affiliation","VSA_Conservatism","VSA_Traditionalism","VSA_Authoritarianism","VSA_General","BFI_Agreeableness","BFI_Extraversion","BFI_Conscientiousness","BFI_Neuroticism","BFI_Openness","GCBS_GovernmentMalfeasance","GCBS_Extraterrestrial","GCBS_Malevolent","GCBS_Wellbeing","GCBS_Control","GCBS_General","MIST_correct_Diff","MIST_dprime_Diff","MIST_Confidence_Pretest"
"m2dwl2t9fk",1,0.866666666666667,0.333333333333333,1,0.625,0.933333333333333,1,0.6,0.5,0,-1.38299412710064,0.5,0,0.8,1.72026096262526,0.457880415990906,0.869458128078818,0.670157068062827,0.870967741935484,2.65470672414829,0.506561273741767,0.936260736734029,0.765217391304348,0.6,0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,0.1,0.0709677419354838,0.708504376904556,0.934445761523033,0.354252188452278,0.0486808577508611,0.212121212121212,0.0668026086552117,-0.941176470588235,0.0950603232415207,0.5,0.5,2.93046758537104,2.2568724004289,0,-0.336797592471074,0.961538461538462,0.91958041958042,-2.0923433925628e-16,-0.56,0,-0.673595184942148,-0.336797592471074,-0.56,46.8632333333333,"2024-10-18 12:15:37.830742+00:00","18/10/2024","06:28:56","chrome","False","Windows 10",1366,667,"Woman","Doctorate",55,"Caucasian",25.0045333333333,0.6892,4,4,0,4,0,4,0,4,0,4,1.13816666666667,0,8,8,8,6,7,3.28048333333333,2,4,0,0,3,1,4,2,4,4,0,1,3,0,4,"Greatly improved","9000","BadNews",1.57896666666667,"emotional component","Yes","Yes",0.203483333333333,0.0807,5.18515833333333,3.86959333333336,5,"Republican",8,4,4.5,5.5,5,3,5,1,5,1.33333333333333,1.33333333333333,3,1,4,2.13333333333333,0.0854838709677419,0.821475069213795,0.8
"dgpkdl59sb",0.292,0.548,0.610666666666667,0.852,0.18,0.969333333333333,0.692,0.34,0.7,1.17256573285271,-0.796711260674281,0.790909090909091,-0.878048780487805,0.833333333333333,1.89714305955909,-0.36943936752399,0.889805097451274,-0.581818181818182,0.806451612903226,2.16203877788732,0.781712478477992,0.888679463720972,0.900943396226415,0.6,0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,-0.1,-0.0268817204301076,-0.464061355948157,0.264895718328225,-0.232030677974078,1.15115184600198,-0.0787878787878787,-0.00112563373030206,-0.0631276901004303,1.4827615780446,0.166666666666667,0.416666666666667,1.09912743588495,2.2568724004289,0.915670074743046,0.336797592471074,0.776923076923077,0.91958041958042,0.918032786885246,0.56,0.25,1.15774496454394,-0.578872482271972,-0.358032786885246,25.6361,"2024-10-18 12:15:15.211588+00:00","18/10/2024","07:49:32","chrome","False","Windows 10",1920,919,"Man","Bachelor",68,"Caucasian",12.7231,0.584466666666667,4,1,3,1,0,0,2,1,1,4,0.34765,6,0,0,7,8,0,0.825016666666667,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"Improved","5000","BadNews",0.8693,"Those clever prompts really made me feel I was having a real conv","yes","yes",0.113133333333333,0.0328166666666667,2.70786166666696,3.44004166666667,1,"Democrat",1,0.5,0,0.5,2.5,1,2,3,5,1,1,1,1,1.33333333333333,1.06666666666667,-0.0634408602150538,-0.0995828188099657,0.575666666666667
"f5cyehlgyv",0.216,0.185333333333333,0.161333333333333,0.468,0.04625,0.305333333333333,0.46,0.04,0.4,-0.464061355948157,0.442459072222003,0.655555555555556,0.615384615384615,0.366666666666667,-0.577896936416583,0.0517463588795039,0.685252192982456,0.0833333333333333,0.354838709677419,-0.640001737553462,-0.0206939583110642,0.700658509017642,-0.0334728033472802,0.6,0.464061355948157,-0.442459072222003,0.655555555555555,-0.615384615384616,0.2,-0.0118279569892473,0.928122711896314,-0.0621048011368792,-0.884918144444006,-0.072440317190568,-1.11022302462516e-16,0.0154063160351859,-1.23076923076923,-0.116806136680614,0.0833333333333333,0.0833333333333333,-0.425532250942805,0,0.578872482271972,0.791638607743375,0.645454545454546,0.5,0.736842105263158,0,0,0.425532250942805,0.212766125471402,-0.736842105263158,31.2707,"2024-10-18 12:14:48.290273+00:00","18/10/2024","06:43:29","chrome","False","Linux",1920,915,"Man","Bachelor",62,"Caucasian",13.8546666666667,0.6266,4,2,0,4,1,3,0,4,0,4,0.684166666666667,5,2,7,0,6,2,2.65186666666667,4,4,2,4,4,4,4,3,4,4,2,4,4,4,4,"No impact","15108","BadNews",0.585783333333333,"stupidity","no","no",0.368166666666667,0.0746833333333333,3.45956166666665,3.31539666666665,5,"Republican",2.5,7.5,2,4,4,2.5,5,1,4.5,4,3,4,3.33333333333333,4,3.66666666666667,0.0940860215053763,0.433008955379717,0.257666666666667
"r3tr6q8qyl",0.58,0.273333333333333,0.0613333333333334,0.236,0.14875,0.322666666666667,0.192,0.144,0.4,-0.464061355948157,-0.442459072222003,0.655555555555555,-0.615384615384616,0.4,-0.419107239820908,-0.131141207177342,0.642418085655315,-0.207627118644068,0.451612903225806,-0.254262955595886,-0.275118587523782,0.592323179271709,-0.414893617021277,0.5,0,0.210428394247925,0.5,0,0.1,0.0516129032258064,0.464061355948157,0.164844284225021,0.652887466469928,-0.14397738034644,-0.155555555555555,-0.0500949063836061,0.615384615384616,-0.207266498377209,0.25,0.333333333333333,-0.36610635680057,-0.425532250942805,-0.183053178400285,-0.578872482271972,0.626984126984127,0.645454545454545,-0.285714285714286,-0.736842105263158,0.0833333333333333,-0.0594258941422352,-0.395819303871687,-0.451127819548872,27.9888166666667,"2024-10-18 12:14:45.999051+00:00","18/10/2024","04:46:41","chrome","False","Windows 10",1280,632,"Woman","Bachelor",27,"Asian",15.3503833333333,1.13045,2,4,0,1,3,3,1,4,3,4,0.788166666666667,8,7,8,1,1,7,1.89118333333333,1,3,1,3,3,4,3,3,4,4,4,3,0,0,3,"Greatly improved","13,000","Tetris",0.6105,"mind bender","yes","yes",0.139266666666667,0.125,2.77819833333492,2.557,5,"Republican",3.5,7.5,7,6,4.5,3.5,5,4,3.5,3.33333333333333,1.66666666666667,3.33333333333333,1.33333333333333,3.33333333333333,2.6,0.0758064516129032,0.314452820086589,0.287666666666667
"5wa6v7aut6",0.468,0.7,0.156,0.06,0.36875,0.618666666666667,0.864,0.256,0.6,0.464061355948157,0.442459072222003,0.655555555555556,0.615384615384615,0.666666666666667,0.93157775651647,0.544201290991347,0.759259259259259,0.719101123595506,0.548387096774194,0.318569830135433,0.617136846080211,0.614495320855615,0.763803680981595,0.3,-1.17256573285271,0.796711260674282,0.790909090909091,0.878048780487805,-0.3,-0.118279569892473,-1.63662708880087,-0.613007926381037,0.354252188452278,0.0729355550888641,0.135353535353535,-0.144763938403644,0.26266416510319,0.0447025573860894,0.5,0.416666666666667,1.46523379268552,0,-0.732616896342761,-0.791638607743375,0.82967032967033,0.5,-0.857142857142857,0,-0.0833333333333333,-1.46523379268552,-0.0590217114006134,0.857142857142857,80.9146333333333,"2024-10-18 12:13:18.353832+00:00","18/10/2024","06:52:18","chrome","False","Windows 10",958,944,"Man","Bachelor",54,"White",22.7773166666667,3.1274,0,0,0,3,0,4,1,4,0,3,16.97265,1,6,1,8,2,8,2.23558333333333,2,1,0,0,0,0,0,1,1,1,0,0,1,1,4,"No impact","485","Tetris",1.71923333333333,"Colorful boxes.","yes","yes",9.16795,0.0855666666666667,10.1760033333341,2.2742,0,"Democrat",6.5,0.5,7,4.66666666666667,2.5,5,5,1.5,4.5,0,1,0.666666666666667,0.666666666666667,1.66666666666667,0.8,-0.209139784946237,-1.12481750759095,0.346
"4y6v5hzssz",0.2,0.0666666666666667,0.466666666666667,0.6,0.625,0.0666666666666667,1,1,0.3,-0.884918144444007,0.232030677974078,0.753968253968254,0.363636363636364,0.366666666666667,-0.657544574988668,0.250359874761222,0.70460358056266,0.385542168674699,0.354838709677419,-0.742379675599268,0.449602250532746,0.722950708061002,0.627659574468085,0.5,0,1.38299412710064,0.5,0,0.2,-0.0118279569892473,0.884918144444007,-0.0848351006106001,1.15096344912656,0.199242375771524,-0.253968253968254,0.0183471274983423,-0.363636363636364,0.242117405793386,0.0833333333333333,0.0833333333333333,-0.425532250942805,0,0.578872482271972,0.791638607743375,0.645454545454546,0.5,0.736842105263158,0,0,0.425532250942805,0.212766125471402,-0.736842105263158,36.88375,"2024-10-18 12:13:17.785291+00:00","18/10/2024","04:36:24","chrome","False","Windows 10",872,1145,"Man","High School",58,"Caucasian",21.96085,0.537416666666667,3,4,0,4,1,3,0,4,0,3,0.54805,0,8,8,0,0,8,1.47748333333333,0,3,0,0,1,3,1,0,1,1,0,3,1,3,0,"No impact","16691","BadNews",0.7935,"British vernacular","No","No",0.7786,0.0948,3.0954,3.0573100000004,6,"Republican",8,8,8,8,5,3,5,1,4,1.33333333333333,0,2.33333333333333,1.33333333333333,0.666666666666667,1.13333333333333,0.0940860215053764,0.400041521916703,0.333333333333333
"9241m50ycc",0.424,0.0373333333333333,0.106666666666667,0.44,0.20875,0.26,0.276,0.028,0.5,0,-0.674489750196082,0.5,0,0.466666666666667,-0.158789696595676,0.15780726103095,0.559649122807018,0.247104247104247,0.67741935483871,1.13016335620337,0.162831612779959,0.799018719806763,0.265,0.7,0.884918144444006,-0.232030677974079,0.753968253968254,-0.363636363636364,0.2,0.210752688172043,0.884918144444006,1.28895305279904,0.442459072222003,0.00502435174900945,0.253968253968254,0.239369596999746,-0.363636363636364,0.0178957528957528,0.333333333333333,0.416666666666667,1.15774496454394,1.58327721548675,0.212766125471402,0,0.803030303030303,0.863636363636364,0.341463414634146,8.24256487979283e-17,0.0833333333333334,0.425532250942805,-0.212766125471402,-0.341463414634146,32.4953833333333,"2024-10-18 12:12:39.137351+00:00","18/10/2024","07:40:04","chrome","False","Windows 10",1280,593,"Woman","Bachelor",65,"Caucasian",15.91115,0.648633333333333,1,4,0,3,0,4,1,4,1,3,0.8323,3,0,0,8,2,8,2.23738333333333,0,3,0,0,4,4,3,0,4,3,3,0,4,4,3,"Slightly improved","12000","BadNews",0.5015,"the prompts were hiralious","no","no",0.155716666666667,0.0830666666666667,4.10793166666627,3.38044833333294,4,"None or Independent",2.5,0,7,3.16666666666667,4.5,4.5,5,2,4.5,2.66666666666667,0,2,3.66666666666667,3.33333333333333,2.33333333333333,0.205376344086021,1.08693559862153,0.252
"c3bm506yqg",0.228,0.125333333333333,0.194666666666667,0.128,0.3075,0.101333333333333,0.172,0.148,0.6,0.464061355948157,-0.442459072222003,0.655555555555555,-0.615384615384616,0.533333333333333,0.262282414354683,-0.209553619910454,0.594740497076023,-0.323770491803279,0.645161290322581,0.811929288635183,-0.643166753646379,0.735472090029646,-0.788961038961039,0.5,0,-0.674489750196082,0.5,0,-0.1,0.111827956989247,-0.464061355948157,0.5496468742805,-0.232030677974078,-0.433613133735926,-0.155555555555555,0.140731592953622,0.615384615384616,-0.46519054715776,0.333333333333333,0.333333333333333,1.83134014948609,1.83134014948609,0.549563717942476,0.549563717942476,0.876068376068376,0.876068376068376,0.756756756756757,0.756756756756757,0,0,0,0,54.49835,"2024-10-18 12:12:15.392305+00:00","18/10/2024","06:17:44","edge-chromium","False","Windows 10",1059,515,"Man","Bachelor",83,"white",23.5195333333333,1.03465,1,3,0,4,1,1,0,4,1,4,1.102,3,1,1,6,8,3,3.05031666666667,3,3,2,2,3,3,3,3,4,1,3,2,3,2,3,"No impact","41,290","Tetris",0.72455,"ther colorfulness","yes","yes",0.339116666666667,0.109133333333333,11.1479766666671,6.72641333333254,2,"None or Independent",3,1.5,1.5,2,4.5,3,5,1.5,4.5,2.66666666666667,2.66666666666667,2,2.66666666666667,3.33333333333333,2.66666666666667,0.00591397849462366,0.0427927591661717,0.169
"80xj2gc02q",0.2,0.6,0.0853333333333333,0.68,0.0375,0.866666666666667,1,0.2,0.7,1.17256573285271,-0.796711260674281,0.790909090909091,-0.878048780487805,0.7,1.11711658823572,0.217863467030066,0.79631798245614,0.348039215686275,0.67741935483871,1.31801089730354,0.659005448651768,0.815193965517241,0.8125,0.7,1.17256573285271,-0.796711260674281,0.790909090909091,-0.878048780487805,0,-0.0225806451612903,0,0.200894309067814,0,0.441141981621702,0,0.0188759830611009,0,0.464460784313725,0.25,0.5,1.46523379268552,2.93046758537104,0.732616896342761,0,0.82967032967033,0.961538461538462,0.857142857142857,-2.0923433925628e-16,0.25,1.46523379268552,-0.732616896342761,-0.857142857142857,33.3508,"2024-10-18 12:11:50.672901+00:00","18/10/2024","06:38:25","chrome","False","Windows 10",1366,660,"Man","Bachelor",30,"white",16.4650333333333,0.989866666666667,2,4,0,4,0,2,0,4,2,4,0.5007,4,4,4,8,8,4,2.43086666666667,3,3,3,2,4,3,3,2,3,3,3,3,3,3,3,"No impact","6000","BadNews",0.6177,"It was funny. Some of the things I was instructed to do were hilarious.","maybe","maybe",0.16205,0.0448333333333333,4.06093166666667,3.38173499999999,3,"None or Independent",4,2,2,2.66666666666667,5,3,5,2,5,3,2.66666666666667,3,3,3,2.93333333333333,-0.0112903225806452,0.100447154533907,0.391333333333333
"kxd74e8f4r",0.148,0.281333333333333,0.134666666666667,0.0359999999999999,0.285,0.344,0.5,0.048,0.5,0,-0.210428394247925,0.5,0,0.533333333333333,0.158789696595676,0.15780726103095,0.559649122807018,0.247104247104247,0.516129032258065,0.121280231243061,0.518492046634025,0.547376336898396,0.684713375796178,0.7,1.17256573285271,-0.796711260674281,0.790909090909091,-0.878048780487805,0.2,-0.0172043010752688,1.17256573285271,-0.0375094653526145,-0.586282866426357,0.360684785603076,0.290909090909091,-0.0122727859086218,-0.878048780487805,0.437609128691931,0.166666666666667,0.25,0.425532250942805,0,0.578872482271972,0,0.645454545454546,0.5,0.736842105263158,0,0.0833333333333333,-0.425532250942805,-0.578872482271972,-0.736842105263158,45.8607333333333,"2024-10-18 12:11:21.278043+00:00","18/10/2024","07:25:26","chrome","False","Windows 10",1280,585,"Woman","High School",35,"black",15.4014166666667,1.4345,3,0,0,3,0,2,1,3,1,4,1.13836666666667,5,2,5,5,7,3,1.27688333333333,4,3,2,4,4,4,3,4,4,4,3,4,4,4,4,"Slightly improved","4061","BadNews",0.5255,"the tweet responses","yes","yes",2.89773333333333,0.0525833333333333,7.23809166666667,4.72369833333492,4,"Republican",2.5,4,2,2.83333333333333,2.5,2.5,4.5,2,5,4,3.33333333333333,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,0.0913978494623656,0.567528133750049,0.15
"479f9nb9v9",0.8,0.362666666666667,0.162666666666667,0.48,0.02375,0.0666666666666667,0.6,0.4,0.5,0.607061815348519,0.978020657870341,0.691666666666667,0.928571428571428,0.466666666666667,0.0614576861354537,-0.432978908389452,0.524457450444293,-0.602409638554217,0.419354838709677,-0.168054763808875,-0.00561496917132516,0.562762605042017,-0.00896860986547077,0.2,-1.19889026290412,0.0750446187440205,0.810714285714286,0.125,-0.3,-0.0473118279569892,-1.80595207825264,-0.229512449944328,-0.902976039126321,0.427363939218127,0.119047619047619,0.0383051545977242,-0.803571428571428,0.593441028688746,0.333333333333333,0.25,0.36610635680057,0.791638607743375,-0.183053178400285,0.395819303871687,0.626984126984127,0.733766233766234,-0.285714285714286,0.571428571428571,-0.0833333333333333,0.425532250942805,0.578872482271972,0.857142857142857,51.3216,"2024-10-18 12:11:03.055135+00:00","18/10/2024","07:19:39","chrome","False","Windows 10",1366,641,"Man","Master",40,"Black",21.1649,1.00213333333333,3,3,0,4,3,4,0,4,0,4,1.51426666666667,4,8,6,7,4,8,4.78643333333333,2,4,3,4,4,4,4,2,4,4,4,4,4,4,3,"No impact","30000","Tetris",0.91445,"so simple, yet so complicated","yes","yes",0.42995,0.05385,7.46333666666746,5.12677666666706,3,"None or Independent",6,3.5,6,5.16666666666667,4.5,3.5,5,1,3.5,4,2.33333333333333,4,4,3.66666666666667,3.6,-0.173655913978495,-1.01773226409849,0.451333333333333
"zglm2exf3d",0.148,0.0506666666666666,0.0266666666666667,0.32,0.065,0.336,0.124,0.12,0.6,0.464061355948157,-0.442459072222003,0.655555555555555,-0.615384615384616,0.433333333333333,-0.0784124127331122,-0.0392062063665561,0.530330882352941,-0.0625,0.580645161290323,0.402250065321725,0.201125032660863,0.63764880952381,0.3125,0.5,0.5290677582123,0.0541054848582252,0.672619047619048,0.0869565217391304,-0.1,0.147311827956989,0.0650064022641431,0.480662478054837,0.496564557080228,0.240331239027419,0.0170634920634922,0.107317927170868,0.702341137123746,0.375,0.416666666666667,0.25,1.58327721548675,-0.36610635680057,0,-0.183053178400285,0.863636363636364,0.626984126984127,8.24256487979283e-17,-0.285714285714286,-0.166666666666667,-1.94938357228732,-0.183053178400285,-0.285714285714286,53.4898333333333,"2024-10-18 12:10:37.208619+00:00","18/10/2024","06:17:03","chrome","False","Windows 10",1366,633,"Man","Master",32,"African American",16.3314166666667,1.09993333333333,3,4,0,4,3,3,1,4,0,4,1.38901666666667,4,5,2,7,4,6,3.51548333333333,2,1,1,3,3,3,2,1,4,2,3,3,2,3,3,"Unsure/refuse to answer","7,849","Tetris",2.28545,"Quick decision making","yes","yes",0.0685666666666667,0.0467333333333333,12.330411666667,10.3965700000003,3,"None or Independent",4.5,1.5,5,3.66666666666667,4.5,3,5,1,3.5,3,1.33333333333333,2,2.66666666666667,3,2.4,0.0236559139784946,0.27283444015949,0.136333333333333
"t2ngg5eonu",0.328,0.573333333333333,0.561333333333333,0.82,0.14125,0.598666666666667,0.984,0.628,0.7,1.17256573285271,-0.796711260674281,0.790909090909091,-0.878048780487805,0.8,1.74384332724963,-0.0954999024768869,0.881041666666667,-0.166666666666667,0.67741935483871,1.13016335620337,0.162831612779959,0.799018719806763,0.265,0.6,0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,-0.1,-0.12258064516129,-0.464061355948157,-0.61367997104626,-0.232030677974078,0.258331515256846,-0.0787878787878787,-0.0820229468599034,-0.0631276901004303,0.431666666666667,0.25,0.5,0.36610635680057,2.2568724004289,0.183053178400285,-0.336797592471074,0.626984126984127,0.91958041958042,0.285714285714286,-0.56,0.25,1.89076604362833,-0.519850770871359,-0.845714285714286,41.4627833333333,"2024-10-18 12:10:00.638009+00:00","18/10/2024","07:28:29","firefox","False","Windows 10",1920,947,"Man","High School",63,"Caucasion",19.8111833333333,0.936383333333333,3,4,0,3,0,3,1,3,1,4,1.12311666666667,6,0,0,8,8,0,2.59186666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Greatly improved","18000","BadNews",0.634266666666667,"Learning","Yes","Yes",1.0226,0.0385833333333333,5.67548333333333,4.75748333333333,1,"Democrat",1,0,0,0.333333333333333,4.5,3,4.5,2,5,0,0.333333333333333,0,0,0.333333333333333,0.133333333333333,-0.111290322580645,-0.538870663497208,0.570666666666667
"z5q72w0m8w",1,0.6,0.333333333333333,0.6,0.50125,0.117333333333333,0.656,0.608,0.4,-0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,0.733333333333333,1.17867182646965,0.187085847913101,0.806666666666667,0.303317535545024,0.612903225806452,0.583589979003593,-0.528997098830584,0.686381871124518,-0.698675496688742,0.2,-1.34897950039216,0,0.833333333333333,0,-0.2,-0.120430107526882,-0.640475123487607,-0.59508184746606,1.02874193864836,-0.716082946743685,0.121212121212121,-0.120284795542148,0.941176470588235,-1.00199303223377,0.416666666666667,0.25,1.58327721548675,0.36610635680057,0,0.183053178400285,0.863636363636364,0.626984126984127,8.24256487979283e-17,0.285714285714286,-0.166666666666667,-1.21717085868618,0.183053178400285,0.285714285714286,41.6223666666667,"2024-10-18 12:09:16.533479+00:00","18/10/2024","07:27:36","chrome","True","Android OS",980,1851,"Woman","Master",66,"Black (African American)",21.05145,0.9043,4,2,0,4,0,4,1,4,0,4,0.983616666666667,4,4,4,4,3,6,4.12838333333333,2,2,1,1,2,2,1,1,4,2,1,2,3,1,3,"Improved","20000","BadNews",1.39016666666667,"The game was very informative and realistic.","Absolutely yes.","Of course I would",0.180366666666667,0.150933333333333,6.78845,1.243625,3,"None or Independent",4,4,5.5,4.5,3.5,3,5,1,5,1.66666666666667,1.33333333333333,2,1.66666666666667,2.66666666666667,1.86666666666667,-0.160215053763441,-0.617778485476834,0.633333333333333
"hyoso9ag9k",0.6,0.197333333333333,0.198666666666667,1,0.4375,0.269333333333333,0.6,0.808,0.6,0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,0.5,0.257536355863868,-0.0391258268561714,0.592945845004669,-0.0625,0.67741935483871,1.1035326749636,-0.0273658247737577,0.795205745341615,-0.0454545454545454,0.4,-0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,-0.2,0.17741935483871,-1.41700875380911,0.845996319099729,0,0.0117600020824138,0,0.202259900336947,0,0.0170454545454546,0.416666666666667,0.166666666666667,1.15774496454394,0,-0.212766125471402,0.36610635680057,0.803030303030303,0.5,-0.341463414634146,0,-0.25,-1.15774496454394,0.578872482271972,0.341463414634146,48.47315,"2024-10-18 12:09:04.292778+00:00","18/10/2024","11:20:28","firefox","False","Windows 10",1366,635,"Man","High School",22,"black American",17.0847166666667,1.07161666666667,4,4,0,4,3,3,0,4,1,3,1.47961666666667,4,3,7,4,1,7,2.85746666666667,3,3,2,2,3,2,3,3,4,3,2,4,3,3,2,"No impact","68915","Tetris",0.8667,"the arrangements","yes i would","yes",1.39458333333333,0.0645,6.58328333333333,9.07868333333333,3,"Republican",3.5,5.5,7,5.33333333333333,5,2.5,5,1.5,3,2.33333333333333,2.66666666666667,3.33333333333333,2.66666666666667,3,2.8,-0.0112903225806452,-0.285506217354692,0.499
"4vvm6swd0g",0.0559999999999999,0.178666666666667,0.264,0.38,0.065,0.133333333333333,0.316,0.284,0.6,0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,0.766666666666667,1.65870572439133,-0.488658035107871,0.861843995765275,-0.696808510638298,0.580645161290323,0.467200915253772,-0.0657064528387808,0.655918053495908,-0.105263157894737,0.5,0,-1.38299412710064,0.5,0,-0.1,-0.186021505376344,-0.708504376904556,-1.19150480913756,-0.354252188452278,0.42295158226909,-0.212121212121212,-0.205925942269367,0.941176470588235,0.591545352743561,0.0833333333333333,0.0833333333333333,0.673595184942148,0.673595184942148,1.12843620021445,1.12843620021445,0.705128205128205,0.705128205128205,0.958904109589041,0.958904109589041,0,0,0,0,35.33555,"2024-10-18 12:08:54.332947+00:00","18/10/2024","04:33:29","chrome","False","Windows 10",1171,1072,"Man","High School",37,"Caucasion",15.6595833333333,0.611116666666667,3,2,2,3,1,0,2,3,3,3,1.05978333333333,3,4,1,5,5,4,2.19366666666667,3,1,1,1,1,1,1,2,2,1,1,1,2,1,2,"No impact","74000","Tetris",0.438183333333333,"Choosing where to place the pieces","Yes","Yes",0.874166666666667,0.115883333333333,4.23941166666672,4.14090166666669,4,"None or Independent",4.5,2,3.5,3.33333333333333,3,1.5,3.5,3,4,1,2,1,1.33333333333333,1.66666666666667,1.4,-0.143010752688172,-0.950004593021058,0.219666666666667
"eop5cu4cyb",0.36,0.461333333333333,0.128,0.168,0.005,0.521333333333333,0.12,0.104,0.4,-0.607061815348519,-0.978020657870341,0.691666666666667,-0.928571428571428,0.7,1.17788417403769,0.421048082230738,0.802671114742193,0.610091743119266,0.645161290322581,0.919826989343351,0.11921866758388,0.761444031273837,0.193396226415094,0.4,-0.150089237488041,-0.599445131452061,0.558333333333333,-0.75,0,-0.0548387096774193,0.456972577860478,-0.258057184694336,0.37857552641828,-0.301829414646858,-0.133333333333333,-0.0412270834683565,0.178571428571428,-0.416695516704172,0.5,0.416666666666667,2.2568724004289,1.58327721548675,-0.336797592471074,0,0.91958041958042,0.863636363636364,-0.56,8.24256487979283e-17,-0.0833333333333333,-0.673595184942148,0.336797592471074,0.56,47.0362833333333,"2024-10-18 12:08:52.379788+00:00","18/10/2024","06:21:46","chrome","False","Mac OS",981,718,"Woman","High School",23,"Caucasian",16.1702666666667,0.7175,4,3,1,2,1,0,1,3,4,4,1.20146666666667,1,7,0,8,4,7,3.94533333333333,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,"No impact","9,499","Tetris",0.78525,"It had me focused","Maybe","Yes",0.7124,0.0788,9.24274333333373,7.47315333333413,5,"Republican",7,0,5.5,4.16666666666667,4,1,4,4,4.5,1,1,1,2.33333333333333,1.33333333333333,1.33333333333333,-0.0274193548387097,0.0994576965830709,0.279333333333333
