"Participant","Condition","Item","Nature","Correct","True_Positive","True_Negative","False_Positive","False_Negative","Manipulative"
"S253","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S253","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S253","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S253","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S253","Pre-test","PRE_3","Manipulative",0,0,0,0,1,0
"S253","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S253","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S253","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S253","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S253","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S253","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S253","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S253","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S253","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S253","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S253","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S253","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S253","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S253","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S253","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S253","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S253","Post-test","POST_10","Manipulative",0,0,0,0,1,0
"S253","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S253","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S254","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S254","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S254","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S254","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S254","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S254","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S254","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S254","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S254","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S254","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S254","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S254","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S254","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S254","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S254","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S254","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S254","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S254","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S254","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S254","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S254","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S254","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S254","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S254","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S255","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S255","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S255","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S255","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S255","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S255","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S255","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S255","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S255","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S255","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S255","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S255","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S255","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S255","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S255","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S255","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S255","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S255","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S255","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S255","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S255","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S255","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S255","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S255","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S256","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S256","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S256","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S256","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S256","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S256","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S256","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S256","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S256","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S256","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S256","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S256","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S256","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S256","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S256","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S256","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S256","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S256","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S256","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S256","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S256","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S256","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S256","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S256","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S257","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S257","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S257","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S257","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S257","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S257","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S257","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S257","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S257","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S257","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S257","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S257","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S257","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S257","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S257","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S257","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S257","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S257","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S257","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S257","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S257","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S257","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S257","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S257","Post-test","POST_2","Manipulative",0,0,0,0,1,0
"S258","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S258","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S258","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S258","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S258","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S258","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S258","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S258","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S258","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S258","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S258","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S258","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S258","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S258","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S258","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S258","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S258","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S258","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S258","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S258","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S258","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S258","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S258","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S258","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S259","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S259","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S259","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S259","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S259","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S259","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S259","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S259","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S259","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S259","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S259","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S259","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S259","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S259","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S259","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S259","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S259","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S259","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S259","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S259","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S259","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S259","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S259","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S259","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S260","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S260","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S260","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S260","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S260","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S260","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S260","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S260","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S260","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S260","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S260","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S260","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S260","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S260","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S260","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S260","Post-test","POST_9","NonManipulative",0,0,0,1,0,1
"S260","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S260","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S260","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S260","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S260","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S260","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S260","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S260","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S261","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S261","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S261","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S261","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S261","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S261","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S261","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S261","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S261","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S261","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S261","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S261","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S261","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S261","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S261","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S261","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S261","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S261","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S261","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S261","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S261","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S261","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S261","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S261","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S262","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S262","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S262","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S262","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S262","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S262","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S262","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S262","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S262","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S262","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S262","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S262","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S262","Post-test","POST_1","NonManipulative",0,0,0,1,0,1
"S262","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S262","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S262","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S262","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S262","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S262","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S262","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S262","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S262","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S262","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S262","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S264","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S264","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S264","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S264","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S264","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S264","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S264","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S264","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S264","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S264","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S264","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S264","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S264","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S264","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S264","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S264","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S264","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S264","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S264","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S264","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S264","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S264","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S264","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S264","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S265","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S265","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S265","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S265","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S265","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S265","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S265","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S265","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S265","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S265","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S265","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S265","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S265","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S265","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S265","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S265","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S265","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S265","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S265","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S265","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S265","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S265","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S265","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S265","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S266","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S266","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S266","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S266","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S266","Pre-test","PRE_3","Manipulative",0,0,0,0,1,0
"S266","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S266","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S266","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S266","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S266","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S266","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S266","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S266","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S266","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S266","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S266","Post-test","POST_9","NonManipulative",0,0,0,1,0,1
"S266","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S266","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S266","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S266","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S266","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S266","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S266","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S266","Post-test","POST_2","Manipulative",0,0,0,0,1,0
"S267","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S267","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S267","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S267","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S267","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S267","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S267","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S267","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S267","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S267","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S267","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S267","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S267","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S267","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S267","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S267","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S267","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S267","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S267","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S267","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S267","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S267","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S267","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S267","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S268","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S268","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S268","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S268","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S268","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S268","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S268","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S268","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S268","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S268","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S268","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S268","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S268","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S268","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S268","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S268","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S268","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S268","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S268","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S268","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S268","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S268","Post-test","POST_10","Manipulative",0,0,0,0,1,0
"S268","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S268","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S269","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S269","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S269","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S269","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S269","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S269","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S269","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S269","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S269","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S269","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S269","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S269","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S269","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S269","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S269","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S269","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S269","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S269","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S269","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S269","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S269","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S269","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S269","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S269","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S270","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S270","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S270","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S270","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S270","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S270","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S270","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S270","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S270","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S270","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S270","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S270","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S270","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S270","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S270","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S270","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S270","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S270","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S270","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S270","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S270","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S270","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S270","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S270","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S271","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S271","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S271","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S271","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S271","Pre-test","PRE_3","Manipulative",0,0,0,0,1,0
"S271","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S271","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S271","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
