"Participant","Condition","Item","Nature","Correct","True_Positive","True_Negative","False_Positive","False_Negative","Manipulative"
"S001","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S001","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S001","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S001","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S001","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S001","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S001","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S001","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S001","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S001","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S001","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S001","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S001","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S001","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S001","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S001","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S001","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S001","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S001","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S001","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S001","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S001","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S001","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S001","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S002","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S002","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S002","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S002","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S002","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S002","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S002","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S002","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S002","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S002","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S002","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S002","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S002","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S002","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S002","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S002","Post-test","POST_9","NonManipulative",0,0,0,1,0,1
"S002","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S002","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S002","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S002","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S002","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S002","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S002","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S002","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S003","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S003","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S003","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S003","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S003","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S003","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S003","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S003","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S003","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S003","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S003","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S003","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S003","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S003","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S003","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S003","Post-test","POST_9","NonManipulative",0,0,0,1,0,1
"S003","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S003","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S003","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S003","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S003","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S003","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S003","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S003","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S004","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S004","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S004","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S004","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S004","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S004","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S004","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S004","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S004","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S004","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S004","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S004","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S004","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S004","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S004","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S004","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S004","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S004","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S004","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S004","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S004","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S004","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S004","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S004","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S005","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S005","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S005","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S005","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S005","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S005","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S005","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S005","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S005","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S005","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S005","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S005","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S005","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S005","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S005","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S005","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S005","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S005","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S005","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S005","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S005","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S005","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S005","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S005","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S006","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S006","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S006","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S006","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S006","Pre-test","PRE_3","Manipulative",0,0,0,0,1,0
"S006","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S006","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S006","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S006","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S006","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S006","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S006","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S006","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S006","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S006","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S006","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S006","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S006","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S006","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S006","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S006","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S006","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S006","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S006","Post-test","POST_2","Manipulative",0,0,0,0,1,0
"S007","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S007","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S007","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S007","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S007","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S007","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S007","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S007","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S007","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S007","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S007","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S007","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S007","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S007","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S007","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S007","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S007","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S007","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S007","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S007","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S007","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S007","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S007","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S007","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S008","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S008","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S008","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S008","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S008","Pre-test","PRE_3","Manipulative",0,0,0,0,1,0
"S008","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S008","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S008","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S008","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S008","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S008","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S008","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S008","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S008","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S008","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S008","Post-test","POST_9","NonManipulative",0,0,0,1,0,1
"S008","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S008","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S008","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S008","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S008","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S008","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S008","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S008","Post-test","POST_2","Manipulative",0,0,0,0,1,0
"S009","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S009","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S009","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S009","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S009","Pre-test","PRE_3","Manipulative",0,0,0,0,1,0
"S009","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S009","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S009","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S009","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S009","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S009","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S009","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S009","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S009","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S009","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S009","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S009","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S009","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S009","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S009","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S009","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S009","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S009","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S009","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S010","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S010","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S010","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S010","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S010","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S010","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S010","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S010","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S010","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S010","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S010","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S010","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S010","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S010","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S010","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S010","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S010","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S010","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S010","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S010","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S010","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S010","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S010","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S010","Post-test","POST_2","Manipulative",0,0,0,0,1,0
"S011","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S011","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S011","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S011","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S011","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S011","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S011","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S011","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S011","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S011","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S011","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S011","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S011","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S011","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S011","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S011","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S011","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S011","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S011","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S011","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S011","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S011","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S011","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S011","Post-test","POST_2","Manipulative",0,0,0,0,1,0
"S012","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S012","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S012","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S012","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S012","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S012","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S012","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S012","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S012","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S012","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S012","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S012","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S012","Post-test","POST_1","NonManipulative",0,0,0,1,0,1
"S012","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S012","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S012","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S012","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S012","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S012","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S012","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S012","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S012","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S012","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S012","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S013","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S013","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S013","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S013","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S013","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S013","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S013","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S013","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S013","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S013","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S013","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S013","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S013","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S013","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S013","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S013","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S013","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S013","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S013","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S013","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S013","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S013","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S013","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S013","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S014","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S014","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S014","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S014","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S014","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S014","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S014","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S014","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S014","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S014","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S014","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S014","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S014","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S014","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S014","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S014","Post-test","POST_9","NonManipulative",0,0,0,1,0,1
"S014","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S014","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S014","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S014","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S014","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S014","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S014","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S014","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S015","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S015","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S015","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S015","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S015","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S015","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S015","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S015","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S015","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S015","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S015","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S015","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S015","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S015","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S015","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S015","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S015","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S015","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S015","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S015","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S015","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S015","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S015","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S015","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S016","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S016","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S016","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S016","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S016","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S016","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S016","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S016","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S016","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S016","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S016","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S016","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S016","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S016","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S016","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S016","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S016","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S016","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S016","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S016","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S016","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S016","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S016","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S016","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S017","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S017","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S017","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S017","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S017","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S017","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S017","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S017","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S017","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S017","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S017","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S017","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S017","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S017","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S017","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S017","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S017","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S017","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S017","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S017","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S017","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S017","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S017","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S017","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S018","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S018","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S018","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S018","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S018","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S018","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S018","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S018","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
