"Participant","Item","Realness","Condition","Nature","Topic","Intervention","Correct","True_Positive","True_Negative","False_Positive","False_Negative"
"S285","MIST_fake_covid_2",0.62,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S285","MIST_real_general_26",0.78,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_real_general_5",0.7,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_real_covid_10",0.8,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S285","MIST_real_general_19",0.26,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S285","MIST_fake_general_9",0.39,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S285","MIST_fake_general_27",0.72,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_fake_general_21",0.67,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_fake_general_12",0.84,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_fake_general_7",0.66,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_fake_general_13",0.85,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_real_general_22",0.71,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_real_general_14",0.24,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S285","MIST_real_general_3",0.8,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_fake_general_26",0.61,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_fake_general_15",0.73,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_fake_general_4",0.32,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S285","MIST_real_general_2",0.82,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_real_general_23",0.78,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_fake_general_23",0.2,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S285","MIST_fake_general_5",0.67,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_real_covid_9",0.81,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S285","MIST_fake_general_25",0.22,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S285","MIST_real_general_25",0.32,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S285","MIST_real_covid_1",0.73,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S285","MIST_fake_general_2",0.85,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_real_general_1",0.83,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_real_general_11",0.65,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_real_general_13",0.82,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_real_general_8",0.72,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_real_general_30",0.87,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_real_covid_7",0.89,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S285","MIST_fake_covid_7",0.82,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S285","MIST_fake_general_19",0.06,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S285","MIST_fake_covid_10",0.11,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S285","MIST_fake_covid_8",0.25,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S285","MIST_real_covid_6",0.62,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S285","MIST_fake_general_8",0.73,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_fake_covid_4",0.23,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S285","MIST_fake_general_28",0.71,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_fake_covid_3",0.82,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S285","MIST_fake_general_16",0.69,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_real_general_15",0.21,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S285","MIST_real_general_12",0.29,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S285","MIST_fake_general_1",0.7,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_real_covid_3",0.56,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S285","MIST_real_general_31",0.72,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_fake_general_10",0.77,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_fake_general_30",0.56,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S285","MIST_real_general_28",0.65,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_fake_general_22",0.22,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S285","MIST_real_general_18",0.71,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S285","MIST_real_general_17",0.8,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_3",0.74,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_16",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_general_2",0.55,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_1",0.65,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_22",0.03,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_general_17",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_general_7",0.16,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_general_2",0.64,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S287","MIST_real_general_23",0.78,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_18",0.13,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_general_8",0.72,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S287","MIST_fake_general_5",0.12,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_general_27",0.66,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_4",0.62,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_16",0.68,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_covid_5",0.7,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_28",0.61,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_8",0.55,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_10",0.77,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S287","MIST_fake_general_15",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_covid_3",0.69,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_covid_1",0.68,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S287","MIST_fake_covid_4",0,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S287","MIST_real_general_19",0.62,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_covid_6",0.67,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_27",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_general_21",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_general_31",0.14,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S287","MIST_fake_covid_9",0.56,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S287","MIST_real_general_18",0.61,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_covid_8",0.71,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_6",0.75,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_6",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_covid_9",0.63,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_covid_3",0.75,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S287","MIST_fake_general_14",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_general_30",0.58,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_15",0.85,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_3",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_covid_5",0.8,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S287","MIST_real_general_12",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S287","MIST_real_general_9",0.74,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_5",0.63,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_24",0.68,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_11",0.27,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_general_13",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_general_19",0.06,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_covid_1",0.66,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_13",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S287","MIST_fake_general_23",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_covid_4",0.7,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_1",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_general_7",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S287","MIST_real_general_11",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S287","MIST_fake_general_25",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_general_20",0.59,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_covid_8",0.66,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S287","MIST_real_general_10",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S287","MIST_fake_general_20",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_covid_2",0.92,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_12",0.18,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_covid_10",0.63,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_17",0.57,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_25",0.61,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_4",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_covid_10",0.15,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S287","MIST_real_general_21",0.74,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_covid_6",0.7,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S287","MIST_fake_general_26",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_general_28",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_general_29",0.69,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_22",0.63,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_fake_general_24",0.1,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_covid_2",0,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_general_30",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_general_9",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_real_covid_7",0.72,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_26",0.59,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S287","MIST_real_general_14",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S287","MIST_fake_general_29",0.2,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S287","MIST_fake_covid_7",0.71,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S288","MIST_fake_covid_8",0,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S288","MIST_real_general_1",0.38,"Pretest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_real_general_5",0.22,"Pretest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_fake_general_29",0.41,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_real_general_31",0.22,"Pretest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_fake_general_8",0.22,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_real_covid_4",0.35,"Pretest","Real","Covid","Tetris",0,0,0,1,0
"S288","MIST_fake_general_2",0.41,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_real_general_10",0.57,"Pretest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_real_general_24",0.61,"Pretest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_real_general_4",0.4,"Pretest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_fake_covid_6",0.68,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S288","MIST_fake_general_9",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_general_20",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_general_22",0.42,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_general_6",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_real_general_29",0.68,"Pretest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_real_general_18",0.67,"Pretest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_fake_general_17",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_covid_10",0.62,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S288","MIST_real_covid_2",0.77,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S288","MIST_real_general_28",0.7,"Pretest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_fake_general_25",0.5,"Pretest","Fake","General","Tetris",0,0,0,0,0
"S288","MIST_real_general_2",0,"Pretest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_fake_general_10",0.57,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S288","MIST_real_general_26",0.59,"Pretest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_real_covid_5",0.62,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S288","MIST_real_general_9",0.5,"Pretest","Real","General","Tetris",0,0,0,0,0
"S288","MIST_real_covid_1",0.64,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S288","MIST_real_general_8",0,"Pretest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_real_general_23",0.81,"Pretest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_fake_covid_9",0.66,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S288","MIST_fake_general_24",0.24,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_general_3",0.25,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_real_general_22",0.76,"Pretest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_real_covid_8",0.77,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S288","MIST_fake_general_16",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_general_19",0.5,"Pretest","Fake","General","Tetris",0,0,0,0,0
"S288","MIST_fake_general_15",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_covid_3",0.72,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S288","MIST_fake_general_23",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_general_30",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_real_covid_7",0.5,"Posttest","Real","Covid","Tetris",0,0,0,0,0
"S288","MIST_real_covid_3",0.75,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S288","MIST_fake_general_1",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_covid_1",0.75,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S288","MIST_fake_general_28",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_covid_7",1,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S288","MIST_fake_general_13",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_real_general_20",0.75,"Posttest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_real_covid_6",1,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S288","MIST_real_general_3",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_real_general_17",1,"Posttest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_fake_general_7",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_real_general_14",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_real_general_27",1,"Posttest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_real_general_11",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_fake_general_26",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_real_general_16",1,"Posttest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_real_general_7",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_fake_general_4",0.5,"Posttest","Fake","General","Tetris",0,0,0,0,0
"S288","MIST_real_general_15",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_real_covid_9",0.75,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S288","MIST_fake_covid_4",0,"Posttest","Fake","Covid","Tetris",1,1,0,0,0
"S288","MIST_fake_general_11",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_general_12",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_general_14",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_general_18",0.77,"Posttest","Fake","General","Tetris",0,0,0,0,1
"S288","MIST_real_general_30",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_fake_general_5",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_real_general_6",0.76,"Posttest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_fake_covid_5",1,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S288","MIST_real_general_12",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S288","MIST_fake_covid_2",0.24,"Posttest","Fake","Covid","Tetris",1,1,0,0,0
"S288","MIST_real_covid_10",1,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S288","MIST_real_general_13",0.75,"Posttest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_real_general_21",0.75,"Posttest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_real_general_25",0.75,"Posttest","Real","General","Tetris",1,0,1,0,0
"S288","MIST_fake_general_21",0.49,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_fake_general_27",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S288","MIST_real_general_19",0.75,"Posttest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_general_12",0.26,"Pretest","Real","General","Tetris",0,0,0,1,0
"S289","MIST_real_covid_2",0.74,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S289","MIST_fake_general_1",0.76,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_fake_general_21",0.22,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_fake_general_23",0.21,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_real_general_6",0.83,"Pretest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_general_28",0.39,"Pretest","Real","General","Tetris",0,0,0,1,0
"S289","MIST_real_general_23",0.83,"Pretest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_general_16",0.66,"Pretest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_fake_covid_3",0.75,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S289","MIST_fake_general_27",0.19,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_real_general_19",0.31,"Pretest","Real","General","Tetris",0,0,0,1,0
"S289","MIST_fake_general_10",0.28,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_fake_general_30",0.63,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_real_general_7",0.36,"Pretest","Real","General","Tetris",0,0,0,1,0
"S289","MIST_fake_general_26",0.26,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_real_general_9",0.64,"Pretest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_general_26",0.6,"Pretest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_covid_8",0.26,"Pretest","Real","Covid","Tetris",0,0,0,1,0
"S289","MIST_fake_covid_1",0.7,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S289","MIST_fake_covid_10",0.66,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S289","MIST_fake_general_24",0.27,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_real_general_15",0.72,"Pretest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_covid_5",0.36,"Pretest","Real","Covid","Tetris",0,0,0,1,0
"S289","MIST_fake_covid_9",0.7,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S289","MIST_real_general_20",0.19,"Pretest","Real","General","Tetris",0,0,0,1,0
"S289","MIST_fake_general_6",0.69,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_real_covid_10",0.69,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S289","MIST_real_general_24",0.67,"Pretest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_covid_7",0.71,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S289","MIST_real_general_5",0.34,"Pretest","Real","General","Tetris",0,0,0,1,0
"S289","MIST_real_general_21",0.73,"Pretest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_fake_general_2",0.69,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_fake_general_7",0.36,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_fake_general_5",0.39,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_fake_general_28",0.32,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_real_general_14",0.13,"Pretest","Real","General","Tetris",0,0,0,1,0
"S289","MIST_fake_covid_8",0.32,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S289","MIST_fake_general_19",0.31,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_fake_general_13",0.75,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_fake_general_9",0.62,"Posttest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_real_general_8",0.31,"Posttest","Real","General","Tetris",0,0,0,1,0
"S289","MIST_fake_general_25",0.67,"Posttest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_real_general_2",0.72,"Posttest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_general_1",0.74,"Posttest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_general_11",0.33,"Posttest","Real","General","Tetris",0,0,0,1,0
"S289","MIST_fake_general_15",0.63,"Posttest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_real_covid_4",0.87,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S289","MIST_fake_general_22",0.3,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_real_general_31",0.5,"Posttest","Real","General","Tetris",0,0,0,0,0
"S289","MIST_real_covid_9",0.5,"Posttest","Real","Covid","Tetris",0,0,0,0,0
"S289","MIST_real_general_4",0.5,"Posttest","Real","General","Tetris",0,0,0,0,0
"S289","MIST_fake_general_29",0.5,"Posttest","Fake","General","Tetris",0,0,0,0,0
"S289","MIST_fake_general_18",0.5,"Posttest","Fake","General","Tetris",0,0,0,0,0
"S289","MIST_real_general_17",0.5,"Posttest","Real","General","Tetris",0,0,0,0,0
"S289","MIST_fake_covid_2",0.5,"Posttest","Fake","Covid","Tetris",0,0,0,0,0
"S289","MIST_real_general_10",0.5,"Posttest","Real","General","Tetris",0,0,0,0,0
"S289","MIST_fake_general_20",0.5,"Posttest","Fake","General","Tetris",0,0,0,0,0
"S289","MIST_real_covid_6",0.5,"Posttest","Real","Covid","Tetris",0,0,0,0,0
"S289","MIST_fake_general_8",0.95,"Posttest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_fake_general_12",0.27,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_real_general_13",0.75,"Posttest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_fake_covid_4",0.29,"Posttest","Fake","Covid","Tetris",1,1,0,0,0
"S289","MIST_fake_general_17",0.26,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_real_general_22",0.73,"Posttest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_general_25",0.76,"Posttest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_general_27",0.77,"Posttest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_general_29",0.79,"Posttest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_real_covid_1",0.17,"Posttest","Real","Covid","Tetris",0,0,0,1,0
"S289","MIST_fake_covid_7",0.71,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S289","MIST_fake_general_4",0.35,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_real_general_3",0.76,"Posttest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_fake_general_16",0.7,"Posttest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_real_general_18",0.32,"Posttest","Real","General","Tetris",0,0,0,1,0
"S289","MIST_real_general_30",0.74,"Posttest","Real","General","Tetris",1,0,1,0,0
"S289","MIST_fake_general_14",0.75,"Posttest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_fake_general_11",0.3,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S289","MIST_fake_general_3",0.54,"Posttest","Fake","General","Tetris",0,0,0,0,1
"S289","MIST_real_covid_3",0.67,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S289","MIST_fake_covid_6",0.55,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S289","MIST_fake_covid_5",0.71,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S290","MIST_fake_covid_9",0.12,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S290","MIST_real_general_31",1,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
