"Participant","Item","Realness","Condition","Nature","Topic","Intervention","Correct","True_Positive","True_Negative","False_Positive","False_Negative"
"S001","MIST_fake_general_19",0.65,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S001","MIST_fake_covid_8",0.62,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S001","MIST_fake_covid_9",0.79,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S001","MIST_real_general_30",0.33,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S001","MIST_real_covid_8",0.67,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_10",0.6,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S001","MIST_fake_general_2",0.66,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S001","MIST_real_covid_3",0.62,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_covid_3",0.59,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S001","MIST_real_general_14",0.32,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S001","MIST_fake_general_14",0.35,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_general_24",0.31,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_2",0.79,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_21",0.63,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_4",0.35,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_27",0.83,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_19",0.61,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_covid_4",0.3,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S001","MIST_real_covid_7",0.66,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_29",0.29,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_general_25",0.33,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_26",0.64,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_3",0.35,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_general_27",0.34,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_6",0.63,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_real_covid_4",0.61,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_20",0.69,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_covid_7",0.36,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_general_23",0.29,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_general_11",0.35,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_22",0.29,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S001","MIST_real_covid_6",0.62,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_12",0.36,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_18",0.67,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_29",0.7,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_4",0.31,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S001","MIST_fake_general_22",0.65,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S001","MIST_real_general_1",0.61,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_6",0.27,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_7",0.28,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S001","MIST_real_general_3",0.65,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_25",0.68,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_11",0.33,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S001","MIST_fake_general_5",0.33,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_general_1",0.23,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_covid_9",0.67,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_5",0.66,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_18",0.25,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_23",0.59,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_13",0.29,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_17",0.62,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_24",0.63,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_13",0.51,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_21",0.24,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_9",0.33,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S001","MIST_fake_covid_1",0.66,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S001","MIST_real_covid_5",0.67,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_8",0.37,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S001","MIST_fake_covid_5",0.62,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S001","MIST_fake_general_30",0.31,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_covid_1",0.63,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S001","MIST_real_covid_2",0.63,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_20",0.29,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_general_16",0.2,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_general_7",0.31,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_covid_2",0.32,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_12",0.18,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S001","MIST_real_general_31",0.71,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_26",0.24,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_covid_6",0.63,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S001","MIST_fake_general_15",0.35,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_10",0.27,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S001","MIST_fake_covid_10",0.61,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S001","MIST_real_general_15",0.65,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_17",0.26,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_general_8",0.27,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_real_general_28",0.63,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_real_general_16",0.65,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S001","MIST_real_covid_10",0.65,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S001","MIST_fake_general_28",0.25,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S001","MIST_fake_general_9",0.19,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_fake_general_26",0.63,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S002","MIST_fake_general_17",0.31,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_5",0.32,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_fake_general_4",0.18,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_covid_2",0.82,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S002","MIST_fake_general_11",0.59,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S002","MIST_fake_general_28",0.4,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_covid_8",0.8,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S002","MIST_real_general_18",0.5,"Pretest","Real","General","BadNewsGame",0,0,0,0,0
"S002","MIST_real_general_13",0.38,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_real_covid_7",0.31,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S002","MIST_fake_covid_7",0.35,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S002","MIST_real_covid_10",0.71,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S002","MIST_real_general_2",0.34,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_fake_general_27",0.24,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_17",0.28,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_fake_general_9",0.21,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_fake_covid_4",0.28,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_8",0.61,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_real_general_29",0.83,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_fake_covid_5",0.79,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S002","MIST_fake_general_7",0.28,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_fake_general_10",0.74,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S002","MIST_fake_covid_6",0.83,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S002","MIST_fake_general_29",0.2,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_27",0.76,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_real_general_14",0.19,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_fake_general_14",0.69,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S002","MIST_fake_general_18",0.24,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_16",0.77,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_real_general_21",0.78,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_fake_general_22",0.21,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_12",0.26,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_real_general_19",0.5,"Pretest","Real","General","BadNewsGame",0,0,0,0,0
"S002","MIST_real_general_15",0.83,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_fake_general_15",0.21,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_fake_general_5",0.22,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_fake_covid_8",0.25,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_20",0.27,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_real_covid_1",0.25,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S002","MIST_fake_general_19",0.28,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_31",0.5,"Posttest","Real","General","BadNewsGame",0,0,0,0,0
"S002","MIST_real_general_22",0.63,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_fake_general_20",0.37,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_fake_general_24",0.36,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_25",0.64,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_fake_general_6",0.35,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_fake_general_25",0.59,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S002","MIST_fake_general_30",0.69,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S002","MIST_real_general_1",0.68,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_fake_covid_10",0.65,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S002","MIST_fake_general_2",0.26,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_fake_covid_2",0.66,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S002","MIST_fake_general_8",0.34,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_covid_9",0.81,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S002","MIST_real_general_26",0.66,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_real_covid_4",0.26,"Posttest","Real","Covid","BadNewsGame",0,0,0,1,0
"S002","MIST_fake_general_16",0.25,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_fake_general_12",0.69,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S002","MIST_fake_covid_9",0.58,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S002","MIST_real_general_3",0.31,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_fake_general_3",0.28,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_covid_6",0.71,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S002","MIST_real_covid_5",0.72,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S002","MIST_real_general_7",0.26,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_real_general_10",0.26,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_real_general_9",0.24,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_fake_covid_3",0.29,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S002","MIST_fake_general_23",0.25,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_24",0.72,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_fake_general_1",0.25,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_11",0.19,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_fake_general_21",0.24,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_fake_general_13",0.29,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_30",0.48,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_real_general_28",0.68,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_real_general_4",0.29,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S002","MIST_fake_covid_1",0.24,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S002","MIST_real_general_23",0.78,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S002","MIST_real_covid_3",0.85,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S002","MIST_real_general_6",0.7,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S003","MIST_real_general_13",0.25,"Pretest","Real","General","Tetris",0,0,0,1,0
"S003","MIST_real_general_1",0.82,"Pretest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_general_27",0.79,"Pretest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_fake_general_23",0.21,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_general_26",0.17,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_general_20",0.05,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_general_5",0.8,"Pretest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_general_19",0.79,"Pretest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_fake_general_5",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_general_20",1,"Pretest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_general_7",0.07,"Pretest","Real","General","Tetris",0,0,0,1,0
"S003","MIST_fake_general_8",0.1,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_general_3",0.73,"Pretest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_fake_general_17",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_covid_9",0.89,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S003","MIST_fake_covid_8",0.32,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S003","MIST_real_general_26",0.87,"Pretest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_covid_7",0.25,"Pretest","Real","Covid","Tetris",0,0,0,1,0
"S003","MIST_real_covid_5",0.77,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S003","MIST_fake_general_30",0.07,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_covid_1",0.78,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S003","MIST_fake_general_27",0.06,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_general_28",0.22,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_general_21",0.82,"Pretest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_fake_general_12",0.78,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S003","MIST_fake_general_18",0.14,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_covid_5",0.86,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S003","MIST_real_general_10",0.25,"Pretest","Real","General","Tetris",0,0,0,1,0
"S003","MIST_real_general_29",0.79,"Pretest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_covid_3",0.83,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S003","MIST_real_general_2",0.73,"Pretest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_general_31",0.7,"Pretest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_fake_general_15",0.11,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_general_1",0.08,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_covid_2",0.14,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S003","MIST_fake_general_3",0.03,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_covid_3",0.09,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S003","MIST_real_general_8",0.02,"Pretest","Real","General","Tetris",0,0,0,1,0
"S003","MIST_fake_general_19",0.4,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_covid_7",0.31,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S003","MIST_fake_covid_6",0.35,"Posttest","Fake","Covid","Tetris",1,1,0,0,0
"S003","MIST_real_general_4",0.15,"Posttest","Real","General","Tetris",0,0,0,1,0
"S003","MIST_fake_general_25",0.18,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_general_29",0.2,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_general_4",0.16,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_general_6",0.26,"Posttest","Real","General","Tetris",0,0,0,1,0
"S003","MIST_fake_general_14",0.2,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_general_24",0.28,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_covid_2",0.75,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S003","MIST_fake_covid_10",0.68,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S003","MIST_real_covid_8",0.75,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S003","MIST_fake_general_2",0.6,"Posttest","Fake","General","Tetris",0,0,0,0,1
"S003","MIST_fake_general_16",0.26,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_general_13",0.25,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_general_11",0.2,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_covid_4",0.23,"Posttest","Real","Covid","Tetris",0,0,0,1,0
"S003","MIST_real_general_17",0.61,"Posttest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_general_22",0.65,"Posttest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_general_9",0.16,"Posttest","Real","General","Tetris",0,0,0,1,0
"S003","MIST_fake_covid_4",0.06,"Posttest","Fake","Covid","Tetris",1,1,0,0,0
"S003","MIST_real_general_28",0.92,"Posttest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_fake_general_6",0.07,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_fake_general_7",0.08,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_covid_10",0.14,"Posttest","Real","Covid","Tetris",0,0,0,1,0
"S003","MIST_real_covid_6",0.64,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S003","MIST_fake_general_22",0.12,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_general_11",0.22,"Posttest","Real","General","Tetris",0,0,0,1,0
"S003","MIST_real_general_23",0.74,"Posttest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_fake_covid_1",0.73,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S003","MIST_real_general_12",0.2,"Posttest","Real","General","Tetris",0,0,0,1,0
"S003","MIST_fake_covid_9",0.62,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S003","MIST_real_general_16",0.29,"Posttest","Real","General","Tetris",0,0,0,1,0
"S003","MIST_fake_general_9",0.23,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S003","MIST_real_general_18",0.62,"Posttest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_general_24",0.82,"Posttest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_general_14",0.04,"Posttest","Real","General","Tetris",0,0,0,1,0
"S003","MIST_fake_general_21",0.5,"Posttest","Fake","General","Tetris",0,0,0,0,0
"S003","MIST_fake_general_10",0.67,"Posttest","Fake","General","Tetris",0,0,0,0,1
"S003","MIST_real_general_15",0.6,"Posttest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_general_25",0.59,"Posttest","Real","General","Tetris",1,0,1,0,0
"S003","MIST_real_general_30",0.57,"Posttest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_fake_general_4",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_26",0.88,"Pretest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_real_covid_1",1,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S004","MIST_real_general_25",0.67,"Pretest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_real_general_11",0,"Pretest","Real","General","Tetris",0,0,0,1,0
"S004","MIST_fake_general_26",0.14,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_9",0,"Pretest","Real","General","Tetris",0,0,0,1,0
"S004","MIST_fake_general_29",0.57,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S004","MIST_fake_general_10",1,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S004","MIST_fake_covid_7",1,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S004","MIST_fake_covid_10",0,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S004","MIST_real_general_23",1,"Pretest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_real_general_28",1,"Pretest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_real_general_14",0,"Pretest","Real","General","Tetris",0,0,0,1,0
"S004","MIST_real_covid_5",1,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S004","MIST_real_general_6",1,"Pretest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_real_general_12",0,"Pretest","Real","General","Tetris",0,0,0,1,0
"S004","MIST_real_general_2",0.61,"Pretest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_real_general_31",0.81,"Pretest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_fake_general_11",0.16,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_17",0.33,"Pretest","Real","General","Tetris",0,0,0,1,0
"S004","MIST_fake_general_18",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_covid_2",1,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S004","MIST_fake_general_25",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_covid_4",0,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S004","MIST_real_covid_8",1,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S004","MIST_fake_general_14",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_general_23",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_1",0.74,"Pretest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_fake_general_5",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_general_9",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_27",0.81,"Pretest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_fake_general_21",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_general_19",0.66,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S004","MIST_fake_general_20",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_5",0.51,"Pretest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_real_covid_9",1,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S004","MIST_fake_covid_1",1,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S004","MIST_fake_covid_2",0.1,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S004","MIST_fake_general_28",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_22",0.29,"Posttest","Real","General","Tetris",0,0,0,1,0
"S004","MIST_real_covid_3",1,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S004","MIST_fake_general_24",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_general_27",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_general_17",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_covid_3",1,"Posttest","Fake","Covid","Tetris",0,0,0,0,1
"S004","MIST_real_general_15",0.85,"Posttest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_real_general_20",0.65,"Posttest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_fake_general_30",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_real_general_29",0.79,"Posttest","Real","General","Tetris",1,0,1,0,0
"S004","MIST_fake_general_2",0.29,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S004","MIST_fake_general_3",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
