"Participant","Sample","Experiment_Duration","Date","Time","Browser","Mobile","Platform","Screen_Width","Screen_Height","Gender","Education","Age","Ethnicity","COVID_Vaccination","FakeNews_SubjectiveDiscrimination","BFI_Duration","BFI10_1","BFI10_2","BFI10_3","BFI10_4","BFI10_5","BFI10_6","BFI10_7","BFI10_8","BFI10_9","BFI10_10","VSA_Duration","VSA_1","VSA_2","VSA_3","VSA_4","VSA_5","VSA_6","ANES_Duration","Political_Ideology","Political_Affiliation","GCBS_Duration","GCBS15_13","GCBS15_10","GCBS15_15","GCBS15_8","GCBS15_2","GCBS15_1","GCBS15_12","GCBS15_14","GCBS15_3","GCBS15_9","GCBS15_7","GCBS15_4","GCBS15_11","GCBS15_5","GCBS15_6","Intervention_Questions_Confidence","Intervention","Intervention_Duration","Intervention_Questions_Score","Intervention_Questions_Duration","Intervention_Questions_Favorite","Intervention_Questions_Repeat","Intervention_Questions_Recommend","MOCRI_PRE_2_NonManipulative","MOCRI_PRE_11_NonManipulative","MOCRI_PRE_12_Manipulative","MOCRI_PRE_4_NonManipulative","MOCRI_PRE_3_Manipulative","MOCRI_PRE_9_NonManipulative","MOCRI_PRE_5_NonManipulative","MOCRI_PRE_1_Manipulative","MOCRI_PRE_8_Manipulative","MOCRI_PRE_6_Manipulative","MOCRI_PRE_10_Manipulative","MOCRI_PRE_7_NonManipulative","MOCRI_POST_1_NonManipulative","MOCRI_POST_4_NonManipulative","MOCRI_POST_3_Manipulative","MOCRI_POST_9_NonManipulative","MOCRI_POST_6_Manipulative","MOCRI_POST_11_NonManipulative","MOCRI_POST_12_NonManipulative","MOCRI_POST_8_Manipulative","MOCRI_POST_7_Manipulative","MOCRI_POST_10_Manipulative","MOCRI_POST_5_NonManipulative","MOCRI_POST_2_Manipulative"
"S048","USA",29.4224666666667,"18/10/2024","04:17:27","chrome","false","Windows 10",2048,998,"Man","High School",29,"Mexican","Yes","unlikely",0.2803,1,3,2,3,3,3,3,2,3,3,0.680416666666667,3,4,2,4,4,4,0.0632666666666667,"Slightly Liberal","Democrat",1.08836666666667,2,4,3,1,3,2,2,3,2,2,3,3,3,1,2,"Improved","Tetris",16.6228333333333,"2200",0.555383333333333,"The music was nice and the block shape challenged my brain","Yes","Yes",1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
"S049","USA",28.2374166666667,"18/10/2024","03:20:24","firefox","false","Mac OS",2048,1015,"Man","High School",59,"Caucasian","Yes","likely",0.5379,1,4,0,3,0,3,0,4,0,4,0.639266666666667,1,6,1,7,4,6,0.21265,"Slightly Conservative","None or Independent",2.09713333333333,2,3,3,2,3,1,3,3,1,2,2,3,3,2,1,"No impact","Tetris",15.1755666666667,"7455",0.4661,"The strategy","Yes","Yes",1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0
"S050","USA",10.5983333333333,"18/10/2024","06:06:53","chrome","false","Windows 10",1280,585,"Man","Master",59,"white /caucasion","Yes","likely",0.30585,3,2,0,4,1,3,1,3,1,4,0.172766666666667,6,5,1,4,6,6,0.0549666666666667,"Extremely Liberal","Democrat",0.249583333333333,3,2,3,2,3,2,2,3,3,2,3,3,3,3,3,"Greatly improved","BadNewsGame",6.51433333333333,"8981",0.50315,"writingd","yes","yes",1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0
"S051","USA",32.38815,"18/10/2024","10:58:48","chrome","false","Windows 10",2560,1351,"Man","High School",45,"American Indian and white","Yes","likely",0.31855,0,1,3,3,1,4,4,3,0,4,0.5207,8,0,0,3,8,0,0.106966666666667,"Extremely Liberal","Democrat",0.849166666666667,4,0,1,0,1,2,0,2,0,1,0,0,1,0,4,"Slightly improved","BadNewsGame",23.6615166666667,"14.710",0.59165,"conspiracy theorists agreeing with the fake news","yes","no",0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0
"S052","USA",39.55925,"19/10/2024","10:07:19","chrome","false","Windows 10",1536,695,"Woman","Bachelor",45,"African American","Yes","likely",0.87295,3,1,0,2,1,1,0,4,3,4,1.02476666666667,6,1,2,5,3,6,0.12895,"Moderate","None or Independent",5.0199,2,1,3,0,0,1,0,0,0,0,0,0,1,1,1,"No impact","Tetris",17.4156833333333,"5000",0.611983333333333,"Trying to change the angle of the pieces before they dropped into place.","yes","yes",1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S053","USA",37.9537,"18/10/2024","06:26:03","chrome","false","Windows 10",1366,641,"Woman","Master",54,"ASIAN","Yes","likely",0.9708,3,4,0,4,4,3,0,4,3,4,0.9969,0,7,7,2,1,7,0.116933333333333,"Liberal","Democrat",0.734,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Greatly improved","BadNewsGame",25.4901166666667,"8300",1.25266666666667,"THE SUGGESTIONS","YES","YES",0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
"S054","USA",23.0052666666667,"18/10/2024","07:55:17","chrome","false","Windows 10",1280,631,"Woman","Doctorate",68,"White","Yes","very unlikely",0.551133333333333,4,1,0,4,0,1,0,4,0,4,0.506533333333333,0,8,5,6,0,8,0.0971666666666667,"Extremely Conservative","None or Independent",1.3902,2,3,4,3,3,3,3,1,3,0,2,4,2,3,1,"No impact","Tetris",11.1858166666667,"0",0.249333333333333,"nothing","never","never",0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
"S055","USA",35.33555,"18/10/2024","04:33:29","chrome","false","Windows 10",1171,1072,"Man","High School",37,"Caucasion","Yes","likely",0.611116666666667,3,2,2,3,1,0,2,3,3,3,1.05978333333333,3,4,1,5,5,4,0.476316666666667,"Slightly Conservative","None or Independent",2.19366666666667,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,"No impact","Tetris",15.6595833333333,"74000",0.438183333333333,"Choosing where to place the pieces","Yes","Yes",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"S056","USA",36.56345,"18/10/2024","04:15:12","chrome","false","Windows 10",1920,945,"Woman","Master",72,"caucasion","Yes","unlikely",0.969883333333333,3,3,0,4,2,3,1,4,0,3,0.790633333333333,4,6,2,6,6,5,0.247683333333333,"Moderate","Republican",1.66996666666667,3,4,4,2,3,2,4,2,1,4,4,3,3,4,3,"No impact","Tetris",17.3173666666667,"4300",0.799083333333333,"being able to choose the location of the dro[","yes","yes",1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
"S057","USA",36.88375,"18/10/2024","04:36:24","chrome","false","Windows 10",872,1145,"Man","High School",58,"Caucasian","No","unlikely",0.537416666666667,3,4,0,4,1,3,0,4,0,3,0.54805,0,8,8,0,0,8,0.168716666666667,"Extremely Conservative","Republican",1.47748333333333,0,0,1,0,3,3,1,1,0,0,3,3,1,1,0,"No impact","BadNewsGame",21.96085,"16691",0.7935,"British vernacular","No","No",1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"S058","USA",25.07265,"18/10/2024","07:24:07","edge-chromium","false","Windows 10",2552,1314,"Woman","Bachelor",56,"Mixed.  Mutt.","No","unlikely",0.5331,3,2,1,2,2,1,0,4,1,2,0.641116666666667,1,5,5,0,4,5,0.184916666666667,"Extremely Conservative","Republican",1.39446666666667,1,2,2,0,2,2,2,2,0,0,2,2,2,2,2,"No impact","Tetris",9.8112,"0",0.30865,"tetris is cool","no","no",1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1
"S059","USA",32.7524666666667,"18/10/2024","05:58:21","firefox","false","Windows 10",1920,899,"Man","High School",22,"caucasian","Unsure/Refuse to answer","likely",0.430916666666667,4,4,3,3,1,0,2,3,3,3,0.733166666666667,7,5,3,8,4,5,0.749883333333333,"Moderate","None or Independent",1.60456666666667,3,3,3,2,2,4,1,1,1,1,1,1,3,3,3,"Unsure/refuse to answer","BadNewsGame",12.00175,"13,896",0.9817,"how realistic it actually is to how disasterous twitter is; decent satire","no","no",1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0
"S060","USA",66.52955,"04/11/2024","14:33:09","chrome","false","Windows 10",1536,730,"Man","Bachelor",25,"Black","Yes","likely",1.15163333333333,0,4,0,4,4,4,0,4,0,4,2.92713333333333,0,4,8,0,2,6,0.448016666666667,"Conservative","Republican",7.60838333333333,0,1,3,0,2,3,2,1,0,0,4,1,1,0,0,"No impact","Tetris",12.4299,"5000",1.11271666666667,"Game lay out","yes","yes",1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1
"S061","USA",49.3639,"04/11/2024","06:06:58","chrome","false","Windows 10",1366,599,"Man","Bachelor",48,"Asian","Yes","unlikely",1.66426666666667,3,3,3,4,3,1,1,4,1,2,1.20226666666667,4,4,4,4,4,4,1.06751666666667,"Don't Know","None or Independent",3.65006666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"No impact","Tetris",10.3624666666667,"1810",0.624416666666667,"scoring","maybe","maybe",1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"S062","USA",29.3260166666667,"18/10/2024","06:28:57","chrome","false","Chrome OS",1366,647,"Woman","Bachelor",66,"Caucasian","Yes","likely",0.52855,4,3,2,1,1,2,2,3,4,4,0.479483333333333,6,2,0,7,7,0,0.17165,"Liberal","Democrat",1.32406666666667,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"No impact","Tetris",14.39975,"29000",0.398533333333333,"speed","yes","yes",1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0
"S063","USA",28.9442833333333,"18/10/2024","06:59:01","chrome","false","Windows 10",1920,953,"Woman","High School",63,"white","Yes","likely",0.642233333333333,4,4,0,3,0,3,0,3,2,2,0.7238,0,4,0,8,0,4,0.103866666666667,"Moderate","Republican",1.58693333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unsure/refuse to answer","BadNewsGame",13.4052833333333,"8820",0.6973,"playing with the tweets","yes","yes",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S064","USA",55.85325,"18/10/2024","06:06:43","chrome","false","Chrome OS",1920,993,"Man","High School",55,"Biracial Afro Caribbean American / White European American","Yes","likely",1.48635,3,0,1,3,0,1,3,4,1,4,1.36008333333333,4,1,1,7,4,4,0.186766666666667,"Liberal","Democrat",3.99086666666667,0,3,4,1,0,1,2,1,0,2,0,0,1,2,0,"No impact","Tetris",15.44175,"955",2.18081666666667,"The random manipulation of the blocks as they fell into symmetry","Yes","Maybe",0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0
"S065","USA",72.0807166666667,"18/10/2024","04:37:25","chrome","false","Windows 10",1280,585,"Man","Master",62,"white","Yes","likely",1.3928,3,3,0,4,1,3,0,3,0,4,10.1993333333333,6,7,5,2,0,6,0.3225,"Conservative","Republican",5.04715,1,3,3,3,3,1,1,3,1,3,1,3,3,3,1,"Improved","BadNewsGame",25.1780666666667,"10,081",0.89635,"funny prompts","yes","yes",0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
"S066","USA",71.2123166666667,"18/10/2024","11:25:08","chrome","false","Windows 10",1464,691,"Woman","High School",23,"Black","Yes","likely",1.04423333333333,1,3,0,1,0,4,1,3,4,3,1.61525,7,6,6,5,1,4,0.231783333333333,"Conservative","Republican",4.48426666666667,2,1,4,0,3,3,3,4,1,4,3,4,3,0,1,"No impact","Tetris",8.68246666666667,"5000",0.610333333333333,"The color varieties ","yes","yes",0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0
"S067","USA",12.9205166666667,"18/10/2024","06:40:36","firefox","false","Windows 10",1536,739,"Woman","High School",72,"Caucasian","Yes","likely",0.43685,2,3,1,3,3,3,1,4,2,2,0.393483333333333,8,0,0,8,6,3,0.0751333333333333,"Liberal","Democrat",0.736266666666667,0,2,4,1,2,2,2,2,1,0,2,1,1,1,2,"Slightly improved","BadNewsGame",6.35773333333333,"18422",0.396116666666667,"Gainging more followers","Maybe","Yes",1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S068","USA",80.9146333333333,"18/10/2024","06:52:18","chrome","false","Windows 10",958,944,"Man","Bachelor",54,"White","No","likely",3.1274,0,0,0,3,0,4,1,4,0,3,16.97265,1,6,1,8,2,8,0.141483333333333,"Extremely Liberal","Democrat",2.23558333333333,1,4,1,2,1,0,1,1,0,0,0,1,0,0,0,"No impact","Tetris",22.7773166666667,"485",1.71923333333333,"Colorful boxes.","yes","yes",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"S069","USA",36.8483,"18/10/2024","07:05:24","chrome","false","Windows 10",1168,568,"Woman","High School",55,"Caucasian","No","likely",0.70845,4,4,0,3,1,0,3,4,1,1,2.24075,5,4,2,8,8,1,0.221766666666667,"Slightly Conservative","Republican",1.52821666666667,3,4,4,4,4,3,4,4,3,3,4,4,3,4,3,"Improved","Tetris",18.2889666666667,"1945",0.477666666666667,"The challenge","Yes","Yes",1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0
"S070","USA",22.6207166666667,"18/10/2024","10:19:00","chrome","false","Windows 10",1536,742,"Woman","Bachelor",47,"Black","Yes","unlikely",0.85735,1,4,4,0,1,4,1,3,3,4,0.519933333333333,6,2,5,1,8,1,0.103333333333333,"Extremely Liberal","Democrat",1.4956,1,3,3,1,2,2,2,2,1,1,1,3,3,3,2,"Greatly improved","BadNewsGame",11.7467666666667,"15000",0.465316666666667,"Definitely the prompts","Yes","Yes",1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
"S071","USA",28.8624833333333,"18/10/2024","07:05:05","chrome","false","Windows 10",1920,959,"Man","High School",50,"Caucasian","Yes","unlikely",1.88145,1,3,0,3,0,2,1,4,1,4,0.343533333333333,6,2,0,7,5,1,0.123633333333333,"Moderate","None or Independent",1.15685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No impact","BadNewsGame",14.3647166666667,"Around 4500 I think, but it gives a score at the end of the game, why not use that? My score was 15.543",2.1066,"I have to pick ONE??? This was SO entertaining and really well done. The writing overall was outstanding, so I'll go with that.","Yes!","Yes",0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0
"S072","USA",28.7980833333333,"22/10/2024","07:21:31","chrome","false","Windows 10",1920,919,"Woman","High School",56,"WHITE","Yes","Unsure/Refuse to answer",0.642683333333333,2,3,1,0,0,2,0,3,4,4,0.6504,4,0,0,8,8,0,0.276583333333333,"Liberal","Democrat",1.82226666666667,0,0,1,0,2,1,1,1,0,0,1,0,1,0,0,"No impact","Tetris",12.07095,"6935",0.616483333333333,"IT WAS ADDICTING TRYING TO BET MY LAST SCORE","YES","YES",1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"S073","USA",21.4801,"18/10/2024","07:49:22","chrome","false","Windows 10",1536,678,"Man","Master",51,"Caucasian","Yes","likely",0.375716666666667,0,3,0,4,3,4,0,4,0,4,0.35215,0,7,7,1,4,5,0.0759333333333333,"Moderate","None or Independent",0.989716666666667,1,1,3,1,1,1,3,3,3,3,1,1,1,3,3,"Improved","BadNewsGame",10.9939333333333,"14393",1.60375,"The replies","Yes","Yes",1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0
"S074","USA",25.8249166666667,"18/10/2024","06:05:08","chrome","false","Windows 10",1280,863,"Man","Other",51,"black and native american","Yes","likely",0.840516666666667,4,4,0,2,3,0,2,4,4,4,0.801683333333333,3,4,5,0,4,5,0.0885666666666667,"Moderate","Democrat",1.40601666666667,3,2,2,3,2,3,3,3,2,2,3,4,3,1,3,"No impact","BadNewsGame",11.5269,"10000",0.31275,"nothing","no","no",1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1
"S075","USA",61.8428333333333,"18/10/2024","13:24:39","chrome","false","Windows 10",1366,641,"Man","Bachelor",59,"black","Unsure/Refuse to answer","Unsure/Refuse to answer",7.22565,3,2,2,3,2,1,2,3,1,3,1.73556666666667,7,4,4,6,7,4,2.79575,"Moderate","None or Independent",2.16363333333333,0,3,2,0,2,2,2,3,0,1,2,2,3,3,2,"No impact","Tetris",22.61205,"1053",2.85643333333333,"sometimes the piece you are trying to move ends up where you did not plan for it to","no","maybe",1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"S076","USA",40.3674166666667,"01/10/2024","07:59:16","firefox","false","Windows 10",1920,955,"Woman","Bachelor",29,"Caucasian","Yes","likely",0.651016666666667,3,1,3,1,0,1,4,4,4,3,1.19491666666667,7,1,0,7,4,1,0.279666666666667,"Extremely Liberal","Democrat",2.18565,0,3,4,0,1,3,1,1,0,0,0,0,2,0,1,"No impact","Tetris",17.1941333333333,"15903",1.0633,"Getting a straight-line block so I can finally clear some lines.","yes","yes",1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0
"S077","USA",38.30245,"04/11/2024","07:23:58","chrome","false","Windows 10",922,862,"Man","Master",45,"black","Yes","likely",2.25918333333333,1,3,1,2,3,3,1,3,1,2,2.93726666666667,4,3,5,3,4,5,0.104866666666667,"Liberal","Democrat",4.5514,2,1,3,1,2,2,2,2,2,1,2,2,2,2,1,"Declined","Tetris",0.215533333333333,"15000",0.495683333333333,"the shape","no","yes",1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S078","USA",47.1901166666667,"18/10/2024","09:38:57","chrome","false","Windows 10",1536,737,"Woman","Bachelor",67,"First Nations","Yes","likely",0.8766,3,1,1,3,0,1,2,4,2,4,10.2875666666667,3,3,6,3,2,5,0.52085,"Slightly Conservative","Republican",2.13165,1,0,1,0,0,1,2,3,1,0,3,3,1,1,1,"Improved","BadNewsGame",15.7342166666667,"85",0.437583333333333,"identifying","maybe","maybe",1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0
"S079","USA",34.2687666666667,"18/10/2024","06:01:09","chrome","false","Windows 10",1304,647,"Woman","Other",53,"Caucasian","Yes","Unsure/Refuse to answer",0.552183333333333,3,1,0,4,2,0,1,4,0,4,1.24993333333333,6,2,0,8,7,1,0.289433333333333,"Moderate","Republican",1.42096666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No impact","Tetris",17.88375,"101482",0.650783333333333,"fitting the shapes neatly into patterns","yes","yes",0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
"S080","USA",20.18105,"18/10/2024","10:14:54","chrome","false","Windows 10",1536,730,"Woman","Bachelor",28,"white","Yes","likely",0.357733333333333,3,3,0,4,3,4,0,4,0,4,0.38635,0,8,7,2,2,5,0.0751,"Extremely Conservative","Republican",0.435666666666667,3,1,3,2,2,3,3,3,3,3,3,4,3,4,3,"Slightly improved","BadNewsGame",9.97681666666667,"12938",0.531666666666667,"gaining followers","yes","yes",0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
"S081","USA",37.75675,"18/10/2024","10:44:27","chrome","false","Windows 10",1920,953,"Man","High School",24,"Caucasian","Yes","unlikely",0.4789,4,3,1,4,0,0,2,3,1,4,2.57396666666667,4,1,0,8,5,0,0.17455,"Liberal","Democrat",1.26668333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No impact","Tetris",19.1116666666667,"34000",0.4706,"The problem solving required. ","Yes","Yes",1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S082","USA",32.3962,"18/10/2024","05:30:30","chrome","false","Mac OS",1280,678,"Woman","High School",65,"Black","Yes","unlikely",0.624883333333333,3,3,0,4,0,4,2,4,0,4,0.4383,0,0,0,0,3,0,0.368833333333333,"Moderate","Democrat",1.98836666666667,1,1,3,3,3,3,3,3,3,1,1,3,1,1,1,"No impact","Tetris",16.8252666666667,"514",0.318483333333333,"the colors","nah","sure",1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
"S083","USA",49.5526,"28/08/2024","18:08:16","chrome","false","Windows 10",1920,911,"Woman","High School",23,"Latina","Yes","unlikely",0.707566666666667,3,2,2,3,0,1,2,3,3,4,1.39786666666667,8,0,0,8,4,0,0.0633333333333333,"Extremely Liberal","Democrat",2.33718333333333,1,4,3,1,1,2,1,2,1,0,1,0,2,1,3,"Improved","BadNewsGame",15.1579,"17,410",0.650566666666667,"the malicious humor","yes","sure",1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0
"S084","USA",24.1516333333333,"18/10/2024","10:50:17","chrome","false","Windows 10",1536,776,"Woman","Bachelor",41,"Hispanic","Yes","likely",0.645766666666667,1,3,0,3,1,3,0,4,1,4,0.680283333333333,3,4,6,5,3,6,0.14025,"Slightly Conservative","Republican",1.37315,3,3,4,3,3,4,4,4,3,2,3,4,2,3,3,"No impact","Tetris",10.2478666666667,"379",0.709,"fitting the blocks perfectly","yes","yes",1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0
"S085","USA",69.4023166666667,"18/10/2024","09:02:04","chrome","false","Windows 10",1366,641,"Man","High School",58,"Southeast Asian-Filipino","Yes","Unsure/Refuse to answer",2.25323333333333,1,3,0,3,2,3,0,4,0,3,4.03326666666667,0,7,5,4,3,8,1.67898333333333,"Liberal","Democrat",5.59148333333333,1,1,2,1,1,1,1,2,1,0,0,1,2,0,0,"Improved","BadNewsGame",29.4127333333333,"5",0.642433333333333,"reactions","yes","yes",0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
"S086","USA",40.89675,"18/10/2024","03:54:02","chrome","false","Windows 10",1280,632,"Woman","Bachelor",NA,"Asian","Yes","likely",1.45485,3,4,0,1,3,3,1,4,3,4,1.04261666666667,7,8,8,1,2,8,1.38413333333333,"Conservative","Republican",5.50471666666667,1,1,4,3,3,1,4,3,1,4,3,1,3,4,1,"Greatly improved","BadNewsGame",20.24215,"15.456",1.51078333333333,"Fake prompt","yes","yes",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"S087","USA",36.5048,"04/11/2024","09:10:41","safari","false","Mac OS",980,1642,"Man","High School",21,"Black","Yes","likely",0.625233333333333,4,0,4,0,4,0,4,0,4,4,0.25405,8,0,0,8,8,0,0.0941,"Extremely Liberal","Democrat",1.11773333333333,0,4,4,0,1,0,1,0,0,0,0,0,3,0,3,"Improved","BadNewsGame",10.1847,"400",0.6195,"The generated meme pictures really got me.","Yes","Yes",1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0
"S088","USA",32.0510166666667,"18/10/2024","10:36:50","chrome","false","Windows 10",1366,633,"Man","Bachelor",64,"Hispanic","Yes","likely",0.747733333333333,3,4,0,4,0,4,1,4,0,4,1.42573333333333,5,2,1,7,7,6,0.16965,"Slightly Liberal","None or Independent",1.75998333333333,3,1,1,3,1,0,1,0,0,0,1,1,3,1,1,"No impact","Tetris",13.0739,"1700",0.6295,"The overall strategy of early vs late.","No","Sure",0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"S089","USA",46.9912666666667,"18/10/2024","06:46:42","chrome","false","Windows 10",1366,599,"Man","Bachelor",52,"Filipino","Yes","likely",5.20745,4,2,2,2,2,2,3,2,2,3,3.037,6,7,7,6,2,7,0.2816,"Liberal","Democrat",2.9865,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Improved","Tetris",5.3522,"300",1.02763333333333,"the shape of the square blocks","yes","yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S090","USA",59.6883833333333,"18/10/2024","07:42:04","chrome","false","Chrome OS",1366,599,"Man","High School",52,"asian","Yes","unlikely",4.33591666666667,3,3,0,3,1,2,0,2,3,3,0.834916666666667,8,8,6,8,8,7,2.92231666666667,"Slightly Liberal","Democrat",2.9507,3,4,4,3,4,3,3,3,3,3,4,1,3,2,2,"Slightly improved","BadNewsGame",24.1317333333333,"10000",0.554966666666667,"the conversation felt real","no","no",1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
"S091","USA",38.54985,"18/10/2024","07:22:56","chrome","false","Windows 10",1280,551,"Man","Bachelor",35,"Caucasian","No","likely",0.70675,3,4,3,3,1,3,3,3,3,4,6.21375,6,2,1,6,6,6,0.16485,"Slightly Liberal","Democrat",2.98926666666667,3,0,1,0,3,3,3,3,3,3,3,3,4,3,3,"Slightly improved","Tetris",11.3735666666667,"1400",0.652266666666667,"The music","Yes","Yes",0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S092","USA",33.3508,"18/10/2024","06:38:25","chrome","false","Windows 10",1366,660,"Man","Bachelor",30,"white","No","Unsure/Refuse to answer",0.989866666666667,2,4,0,4,0,2,0,4,2,4,0.5007,4,4,4,8,8,4,0.118033333333333,"Moderate","None or Independent",2.43086666666667,2,3,3,3,3,3,3,3,3,3,3,3,4,3,2,"No impact","BadNewsGame",16.4650333333333,"6000",0.6177,"It was funny. Some of the things I was instructed to do were hilarious.","maybe","maybe",1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0
"S093","USA",33.8245333333333,"18/10/2024","07:18:35","edge-chromium","false","Windows 10",1912,954,"Woman","High School",64,"white","Yes","likely",0.8426,0,3,1,2,4,3,0,4,0,0,0.875966666666667,0,8,8,0,5,6,0.1152,"Extremely Conservative","Republican",1.96713333333333,1,1,3,1,1,0,1,3,0,1,1,3,1,3,1,"Slightly improved","BadNewsGame",15.69625,"15,000",0.540966666666667,"mems","no","yes",1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"S094","USA",30.3360166666667,"22/10/2024","11:02:07","firefox","false","Mac OS",1667,931,"Woman","Doctorate",37,"white","Yes","likely",0.649683333333333,1,3,1,2,1,3,2,3,1,3,1.21536666666667,4,1,0,8,6,1,0.1362,"Slightly Liberal","None or Independent",1.46491666666667,1,3,3,2,0,1,0,1,1,0,0,1,1,2,1,"No impact","Tetris",14.6977333333333,"40,210",0.611933333333333,"how the shapes fit together","yes","maybe",0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
"S095","USA",46.3696833333333,"22/10/2024","13:00:09","ios","true","iOS",980,1683,"Man","Doctorate",33,"Caucasian ","Yes","likely",0.748066666666667,3,3,1,3,2,2,2,4,3,2,10.0648,5,3,1,7,4,5,0.212916666666667,"Slightly Liberal","Democrat",1.80491666666667,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,"No impact","Tetris",17.28325,"32,109",0.724166666666667,"The pressure as the speed increases","Yes","Yes",1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0
